assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,source_speaker_id,assumption_text,control_episode_id,control_explicit_claim_count,matched_control_claims,selected_control_claims,scored_pairs,max_entailment_score,mean_entailment_score,entailed,best_claim_text,best_claim_turn_idx,best_claim_idx,best_overlap_score,best_confidence
political|91564|23|7|7bbbfa5b6a8886c8,political,91564,23,7,SPEAKER_01,The speaker holds a positive view of Israel’s geopolitical role and moral standing in the region.,74545,280,1,1,1,1,1.0,False,The moment of Trump’s speech marked a significant personal turning point in the speaker's view of him.,11,5,2,0.850000
business|What_SAP_Commissions__Security_Enhancements_Mean_for_Users|7|3|b77745bc4a40536b,business,What_SAP_Commissions__Security_Enhancements_Mean_for_Users,7,3,SPEAKER_00,Calling 'up-Canadian' refers to a recognized support channel for resolving technical issues.,The_Green_Effect_Podcast_-_Shorts__Mortgages_and_Markets,126,0,0,0,0,0.0,False,,,,,
business|How_To_Master_Your_Mind_To_Work_For_You_Zuhaib_Khan|26|1|b1679b5e38ad5538,business,How_To_Master_Your_Mind_To_Work_For_You_Zuhaib_Khan,26,1,SPEAKER_01,Improving self-confidence requires introspective work on internal states.,Master_Communicator_Podcast_with_Matt_Toledo,111,0,0,0,0,0.0,False,,,,,
business|3_-_Ridiculous_Restaurant_Registries|32|1|c41f685cbcd87ac8,business,3_-_Ridiculous_Restaurant_Registries,32,1,SPEAKER_00,Inaccurate records in a contact tracing system may lead to false conclusions about transmission chains.,Stacey_Now_Judging_Miss_Pequot_Lakes__Golfing_Deals_and_Eric_Wants_BBay_Open_On_Saturdays,664,1,1,1,1,1.0,False,The entire morning show may involve about thirty minutes of actual conversation.,225,6,2,0.850000
political|42504|24|1|3aaa2587faa689b3,political,42504,24,1,SPEAKER_00,Changes at the local and regional level require broader policy shifts to be effective.,49315,280,0,0,0,0,0.0,False,,,,,
business|Reversing_Gender_Roles_in_Work___Family_with_special_guest_Ed_Stattmann|13|2|74a72f8b951334e0,business,Reversing_Gender_Roles_in_Work___Family_with_special_guest_Ed_Stattmann,13,2,SPEAKER_00,The speaker’s personal circumstances are significant enough to warrant special consideration in the ongoing conversation.,Future_Thinking_Ep._13_Artisan_Partners_CEO_on_misbehaving_for_future_growth,222,2,2,2,1,1.0,False,The speaker has invested significant effort into improving organizational culture.,16,5,2,0.800000
religion|Episode_484__Into_The_Unknown_Book_Review|20|2|cbd80b82e78cfc3a,religion,Episode_484__Into_The_Unknown_Book_Review,20,2,SPEAKER_00,Personal spiritual awakening requires explicit teaching about conversion experiences.,Sins_That_Destroy__Solutions_That_Save,23,0,0,0,0,0.0,False,,,,,
religion|The_Good_Life___La_Buena_Vida|7|0|d3cb0056614efe84,religion,The_Good_Life___La_Buena_Vida,7,0,SPEAKER_00,The speaker knows what 'it' refers to.,Feed_My_Sheep___Hitting_a_Homerun__Part_3,26,1,1,1,9,9.0,True,Jesus instructed the speaker to follow Him and do what He does.,1,4,2,0.950000
business|28__Overcoming_Adversity_-_ASMM_Small_Business_Connections|19|6|30b2fd6b9fc28eaa,business,28__Overcoming_Adversity_-_ASMM_Small_Business_Connections,19,6,SPEAKER_00,The speaker views long-term sustainability over short-term convenience in business design.,7_Most_Important_Questions___Answers_on_Smart_Contract_Auditing,195,0,0,0,0,0.0,False,,,,,
religion|Seeing_is_Believing|33|3|19ac71bec9c14fc4,religion,Seeing_is_Believing,33,3,SPEAKER_00,Humbling oneself before God is essential for authentic relationship with Him.,Evening_Prayer--June_4__2020,51,0,0,0,0,0.0,False,,,,,
business|From_Technical_Program_Manager_to_Facebook_PM|22|4|2d289c16fb7e4dd5,business,From_Technical_Program_Manager_to_Facebook_PM,22,4,SPEAKER_01,Personal growth is more likely when individuals are trusted with significant responsibility early on.,Building_a_Culture_of_Great_Teammates_-_TTST_Interview_with_Sean_Glaze_from_Great_Results_Training,304,3,3,3,3,2.3333333333333335,False,Books are valuable resources for personal growth and inspiration.,34,2,2,0.800000
commentary|Shekinah_Ruth___I_discuss_Candace_Owens_controversy__BLM__riots____more_2|45|1|37c19e274dc0f8f3,commentary,Shekinah_Ruth___I_discuss_Candace_Owens_controversy__BLM__riots____more_2,45,1,SPEAKER_01,The speaker views their own experience as evidence of selective enforcement against certain political figures.,112__The_New_Reformers__How_to_Take_Down_the_Machine__w__Moumita_Ahmed_2,431,4,4,4,3,2.5,False,The speaker is asking about the role of a certain group with the Democratic Party.,24,0,2,0.800000
political|51565|12|7|2ff792b4b5bf15b4,political,51565,12,7,SPEAKER_00,Streamlining regulations will lead to faster deployment of nuclear energy without compromising safety.,72662,130,0,0,0,0,0.0,False,,,,,
business|52__Xan_Barksdale_REVEALS_HIS_SECRET_How_to_succeed_in_business_even_when_you_are_a_new|89|7|c5943646bbc8b3a4,business,52__Xan_Barksdale_REVEALS_HIS_SECRET_How_to_succeed_in_business_even_when_you_are_a_new,89,7,SPEAKER_00,Professional success is influenced by meaningful personal connections.,Friday_Fundamentals__79._With_Matthew_Gowen_on_How_to_Onboard_a_New_Sales_Team_Member_2,46,0,0,0,0,0.0,False,,,,,
business|Max_Branstetter_Save_Time_with_Your_Podcast|53|3|1c2cd27a3f8e4450,business,Max_Branstetter_Save_Time_with_Your_Podcast,53,3,SPEAKER_00,The speaker trusts that their understanding of the problem aligns with the interlocutor's.,Many_Americans_no_longer_want_Chinese-made_goods___740_KTRH_Houston___5_21_20,11,0,0,0,0,0.0,False,,,,,
commentary|Episode_28_-_YONAS_2|11|2|94e7af8efd436803,commentary,Episode_28_-_YONAS_2,11,2,SPEAKER_00,"Audiences at college parties value energetic, inclusive dance music.",Colourful_Calls__Ian_Young__South_China_Morning_Post_2,155,0,0,0,0,0.0,False,,,,,
religion|HMU_6__Biblical_Justice|23|2|089997b531411baa,religion,HMU_6__Biblical_Justice,23,2,SPEAKER_00,The speaker has a religious obligation to identify and oppose injustice.,Episode_11_-_Spiritual_Fatherhood,152,4,4,4,5,4.0,False,The speaker assumes that the listener has experience or reflection on spiritual fatherhood.,8,4,2,0.850000
political|72730|7|6|674cd7640aceb864,political,72730,7,6,SPEAKER_01,Policy success depends on sustained effort and direct stakeholder engagement.,88544,57,0,0,0,0,0.0,False,,,,,
sports|AFC_East_Schedule_Analysis_-_F.S._Podcast_Episode_13_2|178|0|66a712a6744a3ec1,sports,AFC_East_Schedule_Analysis_-_F.S._Podcast_Episode_13_2,178,0,SPEAKER_00,The speaker values stability and predictable outcomes in team performance.,Episode_167__Oscar_De_La_Hoya__it_s_your_fault_2,27,0,0,0,0,0.0,False,,,,,
business|Forex_Files_Podcast_Episode_9___Keeping_it_simple|82|1|0af6dcc63433c7bc,business,Forex_Files_Podcast_Episode_9___Keeping_it_simple,82,1,SPEAKER_00,The speaker believes they were close to being eliminated or prevented from continuing.,Randy_Herbertson_Launches_MyMovingForward.com,110,1,1,1,1,1.0,False,The speaker believes the discussion should focus on making the narrative 'pretty remarkable'.,6,3,2,0.800000
religion|We_The_Church_-_Pentecost_-_Part_3_-_Steve_Gray|3|2|4a38243c33e74605,religion,We_The_Church_-_Pentecost_-_Part_3_-_Steve_Gray,3,2,SPEAKER_01,The listener understands the context of 'those denominations' without needing clarification.,Kings_of_Israel_14__2_Samuel_1__The_Character_of_a_Spiritual_Man,102,0,0,0,0,0.0,False,,,,,
business|Jamie_Snary__Asset_Management_Director_of_Apache_Capital_Partners|33|3|c64029d5a8a0c1aa,business,Jamie_Snary__Asset_Management_Director_of_Apache_Capital_Partners,33,3,SPEAKER_01,Public recognition of major projects enhances organizational reputation.,Episode__103__Open_for_Business__Making_Your_Website_Accessible_to_All_Users,181,0,0,0,0,0.0,False,,,,,
business|Ep._33___Brian_Garelli|51|0|c4605ee5cd629c9d,business,Ep._33___Brian_Garelli,51,0,SPEAKER_00,Immigration during childhood implies significant cultural assimilation by adulthood.,E17_Chris_Jones_1_Word_-_COVID19_2_and_baby_name,167,0,0,0,0,0.0,False,,,,,
political|83149|10|2|ae4d53a5e9d51748,political,83149,10,2,SPEAKER_01,Agenda-driven leadership is a credible and effective way to build trust and team cohesion.,96489,115,0,0,0,0,0.0,False,,,,,
business|Get_Out_of_My_Office__with_Evan_Woolsoncroft|14|2|6905ef5c81812762,business,Get_Out_of_My_Office__with_Evan_Woolsoncroft,14,2,SPEAKER_02,"Generous gifts typically result from meaningful personal connections, not scripted processes.",Get_Out_of_Your_Own_Way_with_Dave_Hollis,310,2,2,2,9,6.0,True,"Using privileges or gifts to gain favor in friendships creates transactions, not real bonds.",23,6,2,0.950000
commentary|Saving_Lives_on_the_Sidewalk_2|8|2|1a645ba609062c48,commentary,Saving_Lives_on_the_Sidewalk_2,8,2,SPEAKER_00,Abby Johnson’s conversion is seen as a meaningful outcome of sidewalk advocacy.,Numb__but_Ready_to_Fight__and_Anarchists_and_the_Mob_2,42,0,0,0,0,0.0,False,,,,,
business|Resilient_And_Nimble__How_Australia_s_Producers_Are_Adapting_To_COVID-19|8|0|2596ab5cb1cc81a2,business,Resilient_And_Nimble__How_Australia_s_Producers_Are_Adapting_To_COVID-19,8,0,SPEAKER_01,Producers prioritize the domestic market over other markets.,Laying_the_Foundation_for_Your_Next_Promotion,19,0,0,0,0,0.0,False,,,,,
business|On_Machine_Learning_and_the_Future__with_Shiva|44|2|8964feba0b39894f,business,On_Machine_Learning_and_the_Future__with_Shiva,44,2,SPEAKER_01,The speaker trusts that technological advancements have made high-volume computation affordable and accessible.,Episode_50_-_Adriatic_Metals_PLC__Paul_Cronin,240,5,5,5,1,1.0,False,The speaker believes the market may have overlooked value in Tethian over the past six to twelve months.,4,4,2,0.800000
political|80245|30|4|0c057feff034905b,political,80245,30,4,SPEAKER_01,The speaker believes the listener will understand and respond to questions about personal decisions.,87420,133,5,5,5,1,1.0,False,"The speaker is curious about what led the interlocutor to advocate for policies like the Chips Act applied to steel, aluminum, and microelectronics.",4,5,2,0.950000
business|President_of_Empire_Entertainment_J.B._Miller_on_Creative_Heroism_for_Virtual_Fundraisers|7|3|27294364bb7e6db5,business,President_of_Empire_Entertainment_J.B._Miller_on_Creative_Heroism_for_Virtual_Fundraisers,7,3,SPEAKER_02,Audiences expect a certain level of professionalism and emotional resonance from fundraising events.,How_Many_Investments_to_Own,30,0,0,0,0,0.0,False,,,,,
religion|Bloated__Body_Aches__Skin_Issues__Treat_them_from_the_Inside_Out__with_Kira_Whitham|0|6|0a438bcdedd0de2e,religion,Bloated__Body_Aches__Skin_Issues__Treat_them_from_the_Inside_Out__with_Kira_Whitham,0,6,SPEAKER_00,Testimonials and peer endorsements carry significant persuasive weight with the target audience.,The_Road_to_Emmaus__Episode_21_-_Arts_Wednesday_-_The_Vine,10,0,0,0,0,0.0,False,,,,,
business|EP_286__Pricing_For_The_Future_With_Fire___Mineral_Jewelry_Founder_Tiffany_Whipps|17|4|92c23a9d33fecb86,business,EP_286__Pricing_For_The_Future_With_Fire___Mineral_Jewelry_Founder_Tiffany_Whipps,17,4,SPEAKER_01,The 'feather period' refers to a time when sales were particularly sensitive or challenging.,Introduction_to_The_Podcast,142,0,0,0,0,0.0,False,,,,,
business|Monica_Truelsch_Senior_Director_of_Solutions_Strategy_for_Transportation_at_Infor|17|0|178f990890750e77,business,Monica_Truelsch_Senior_Director_of_Solutions_Strategy_for_Transportation_at_Infor,17,0,SPEAKER_01,Novel crises cannot be reliably modeled using historical data or algorithmic prediction.,1_Proven_Ways_to_Reduce_your_Fuel_Bill__Part_1,129,0,0,0,0,0.0,False,,,,,
business|Making_Career_Transition_Work__with_Dr._Eric_Wright_from_Vets2PM|30|1|9fa96bbe55bd89d2,business,Making_Career_Transition_Work__with_Dr._Eric_Wright_from_Vets2PM,30,1,SPEAKER_01,Career advancement into new domains like HR and cybersecurity implies ongoing motivational drivers.,Bonus__Fostering_Innovation_Within_Security,77,1,1,1,5,5.0,False,"Innovation in fields like cloud computing, security, and cybersecurity often repurposes established ideas.",3,7,2,0.800000
religion|Do_All_the_Promises_of_God_Still_Apply_to_Me|1|6|d6bc54d33f1bbfb5,religion,Do_All_the_Promises_of_God_Still_Apply_to_Me,1,6,SPEAKER_01,"Listeners value practical, actionable resources when starting a new church initiative.",Pray_Like_Jesus__Part_2,225,0,0,0,0,0.0,False,,,,,
business|Ep_18___Detroit_Tiger_s_Director_of_Ticket_Sales__Andrew_Sidney|26|3|71c4e1ae032007ec,business,Ep_18___Detroit_Tiger_s_Director_of_Ticket_Sales__Andrew_Sidney,26,3,SPEAKER_00,The interviewee will perceive value in discussing their past fears and growth.,Why_You_Should_Focus_on_Expenses_When_Saving_for_Retirement__Not_Income,152,1,1,1,1,1.0,False,Money in the stable value fund will never be used for risky investments.,13,3,2,0.950000
commentary|Zoltan_Istvan_-_Immortality_or_BUST|5|7|fe3bff94371fc796,commentary,Zoltan_Istvan_-_Immortality_or_BUST,5,7,SPEAKER_01,The speaker’s personal relationship with their father adds emotional weight to the documentary’s message.,Tenacious_D_Interview__Kyle_Gass__at_Rothbury_Music_Festival_on_Moe_Train_s_Tracks,109,0,0,0,0,0.0,False,,,,,
business|Fashion_and_Covid-19_with_Alice_Wilby|12|5|f7d8623690c1ad40,business,Fashion_and_Covid-19_with_Alice_Wilby,12,5,SPEAKER_00,People are capable of critical self-reflection and action when properly inspired and supported.,Managing_Your_Career_in_Uncertain_Times,16,0,0,0,0,0.0,False,,,,,
business|Episode_106__People_Focused__Results_Driven_Branding|12|6|9e4f98bbee5d44e1,business,Episode_106__People_Focused__Results_Driven_Branding,12,6,SPEAKER_00,Clear goals and structured timelines are more trustworthy indicators of progress than intuition.,Reagan_Marble_What_the_Uptick_in_Litigation_Means_for_Oil___Gas_Producers_and_Land_Owners,70,0,0,0,0,0.0,False,,,,,
political|50991|8|3|143fdc6412fce8d8,political,50991,8,3,SPEAKER_00,There is a shared understanding between speaker and listener about the norms and expectations of formal congressional processes.,70851,543,13,13,13,7,1.9230769230769231,True,"During some congressional sessions, attendees are split between being physically present and working remotely.",32,4,2,0.850000
political|94146|6|2|2bf3292e0169fdc0,political,94146,6,2,SPEAKER_01,The speaker and listener share a common understanding of 'American troops' and 'on the ground'.,45566,525,4,4,4,1,1.0,False,The speaker understands that the listener has opposed eliminating the filibuster.,20,2,2,0.950000
political|86988|21|1|aa202d4a9b66e53e,political,86988,21,1,SPEAKER_01,Socialism is a clear and distinct ideological category that can be reliably attributed to individuals.,51145,171,0,0,0,0,0.0,False,,,,,
religion|247_Is_Peter_Really_the_Foundation_of_the_Church__-_Karlo_Broussard|11|0|8e8e523fd26a42fd,religion,247_Is_Peter_Really_the_Foundation_of_the_Church__-_Karlo_Broussard,11,0,SPEAKER_01,There exists a single true church of Jesus Christ that can be objectively identified.,The_Mind_Brain_Connection_in_the_Book_of_Revelation__6,139,2,2,2,3,2.0,False,"There is one true interpretation of Scripture, which is Christ.",0,3,3,0.600000
business|Claiming_Your_Market_Share_in_a_Recession|9|3|e63d028ec4791da8,business,Claiming_Your_Market_Share_in_a_Recession,9,3,SPEAKER_00,Public trust in institutions like the Bank of England and the government is sufficient for policy credibility.,Transform_Your_Workplace,153,0,0,0,0,0.0,False,,,,,
commentary|099__Daniel_Fluitt_of_Thrift_Store_Cowboys_2|93|8|fb9905d8a5dc1efa,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys_2,93,8,SPEAKER_00,Collaboration with talented peers enhances artistic development and quality outcomes.,She_s_just_here_to_kick_your_arse,125,0,0,0,0,0.0,False,,,,,
religion|If_God_Possibly_Exists__He_Does_Exist__What|26|0|a418e1c7b1cfbdb4,religion,If_God_Possibly_Exists__He_Does_Exist__What,26,0,SPEAKER_01,The other person has provided a clear and coherent explanation of their position on the ontological argument.,Short_Take__Compare_the_turmoil_of_the_1960s_and_70s_to_the_riots_and_protests_of_2020,14,0,0,0,0,0.0,False,,,,,
commentary|Hasidic_Jewish_Heretics_2|5|2|976cfe04c04ff908,commentary,Hasidic_Jewish_Heretics_2,5,2,SPEAKER_01,There exists a shared understanding within ultra-Orthodox communities about appropriate gender roles in religious life.,Attention_Pliss__with_Arnab_Ray__85_-_Pakistan_Cricket_and_Qayyum_Report,289,4,4,4,1,1.0,False,There exists a specific Telugu comedy being referred to.,2,1,2,0.950000
political|88957|3|4|4a32da5446af1aab,political,88957,3,4,SPEAKER_01,Protecting both born and unborn life is a core value aligned with Texas values and national unity.,72762,239,0,0,0,0,0.0,False,,,,,
religion|If_we_were_made_for_Heaven__why_should_we_care_about_politics|36|1|fcbe12aaf0fd4e6f,religion,If_we_were_made_for_Heaven__why_should_we_care_about_politics,36,1,SPEAKER_01,Gnosticism devalues material reality and sees salvation as purely spiritual escape.,Christmas_Eve_Service__Dec_24_11,10,0,0,0,0,0.0,False,,,,,
business|84_-_From_childhood_prodigy_to_serial_entrepreneur_-_Scott_Edgar|8|4|ebb520d750bcf54c,business,84_-_From_childhood_prodigy_to_serial_entrepreneur_-_Scott_Edgar,8,4,SPEAKER_01,There is value in understanding how someone developed expertise so early in life.,BONUS__Mastermind_Q_A_apply_Productivity_Expert_Insights_to_Your_Life,274,4,4,4,3,1.5,False,There is a minimum threshold for the value in question.,48,1,2,0.700000
religion|0149_Pinkie_The_Pig_Podcast__Baseball_-_Grand_Slam_Home_Run___Cricket|56|1|84d9864ce122d088,religion,0149_Pinkie_The_Pig_Podcast__Baseball_-_Grand_Slam_Home_Run___Cricket,56,1,SPEAKER_00,A 'ground rule double' is a recognized official play in baseball that awards two bases.,Podcast__4_-_Hope_Of_The_Next_Life___4.15.20,452,0,0,0,0,0.0,False,,,,,
business|2_CFOs_Break_Down_the_Kolbe_ATM_Index|14|9|98c86c79bc92db66,business,2_CFOs_Break_Down_the_Kolbe_ATM_Index,14,9,SPEAKER_00,The listener sees the speaker as a credible source of insight into personality and behavior.,Spotlight_on_Herogard__Lessons_Learned_When_Launching_a_Second_Startup,152,1,1,1,9,9.0,True,"The speaker acknowledges the listener's hesitation with 'Yeah, yeah.'",18,1,2,0.950000
business|Pivoting_in_the_Pandemic_with_Chrissy_Gow|5|2|c83bfcb5a449db96,business,Pivoting_in_the_Pandemic_with_Chrissy_Gow,5,2,SPEAKER_00,Audiences expect continuity in major entertainment industries like event movies.,Recruiting_Gym_Daily_Stand_Up__52_-_Positive_Brain_Food_And_Why_We_Need_It,200,0,0,0,0,0.0,False,,,,,
religion|Leading_Through_Uncertainty_-_Part_2|1|3|403b3fa5e2882c09,religion,Leading_Through_Uncertainty_-_Part_2,1,3,SPEAKER_01,A leader's role includes filtering distractions to preserve focus on core objectives.,The_Purpose_and_Power_of_Family_-_REALationships_-_Part_4,17,0,0,0,0,0.0,False,,,,,
religion|211__Financial_Planning_Through_a_Pandemic_With_Kathryn_Brown|9|3|1315ec86c445e88b,religion,211__Financial_Planning_Through_a_Pandemic_With_Kathryn_Brown,9,3,SPEAKER_00,Financial security reduces anxiety during emergencies.,Maggie_A._Grace_Group_Zoom_5-18-20,30,0,0,0,0,0.0,False,,,,,
political|88539|1|3|fc1b8a3ea9b154b8,political,88539,1,3,SPEAKER_00,"The speaker trusts the process of red flag laws to function as described, despite uncertainty.",48773,138,2,2,2,3,3.0,False,A colleague described the 2016 mental health bill as the most significant reform to mental health laws in 30 years.,9,3,2,0.700000
business|277__Erin_Kidd_is_an_Accountant___Writer__podcast|79|3|7841c20aedc2cb3f,business,277__Erin_Kidd_is_an_Accountant___Writer__podcast,79,3,SPEAKER_00,Sharing personal dimensions of oneself at work fosters deeper collaboration and loyalty.,Condo_Conversions_and_Hard_Money_Lending_with_Greg_Sharp___The_Real_Estate_Investing_Club__7,347,0,0,0,0,0.0,False,,,,,
business|12._How_We_Read_A_Book_Each_Week|38|3|2f590d165569c29a,business,12._How_We_Read_A_Book_Each_Week,38,3,SPEAKER_00,Personal wish lists are inherently more private than publicly shared affiliate content.,Advice_from_our_Audience_-_Creative_Thinking,251,3,3,3,3,1.6666666666666667,False,People are generally more afraid of others' opinions than others actually care about their actions.,27,4,2,0.700000
sports|UFC_249_Main_Card_Breakdown___TrashTalk_Sports_Ep._31|1|9|6927049d79d02bc8,sports,UFC_249_Main_Card_Breakdown___TrashTalk_Sports_Ep._31,1,9,SPEAKER_00,The speaker values fighters' readiness and fight quality as key indicators of event success.,Madden_2021_plus_top_5_players_up_for_contract_extensions_3,122,0,0,0,0,0.0,False,,,,,
business|Car_Loans_-_How_do_they_work|8|0|b54516e7f5e0e099,business,Car_Loans_-_How_do_they_work,8,0,SPEAKER_00,Repossession of the car by the lender is a real and credible risk under default conditions.,Fighting_eCommerce_Fraudsters_Across_New_Vectors_a_With_A_aHuba_Approach,76,0,0,0,0,0.0,False,,,,,
religion|2_-_You_Got_a_Friend_in_Me|40|6|96c79ab8573cb187,religion,2_-_You_Got_a_Friend_in_Me,40,6,SPEAKER_00,"Not everyone has the same set of 'bro' friends, as relational roles vary across interpersonal networks.",How_to_Use_This__Interesting__Time_to_Elevate_Our_Souls___1_NY_Times_Best-Seller_Mark_Nepo,166,0,0,0,0,0.0,False,,,,,
religion|FB_s_war_against_women|22|1|aee5c1ed7b6f661f,religion,FB_s_war_against_women,22,1,SPEAKER_01,Progress in civil rights discourse does not necessarily translate into widespread behavioral change.,Episode_28_-_Living_with_the_Unfixable,270,3,3,3,5,2.3333333333333335,False,This current stage in history does not allow us to claim healing as a right.,25,5,2,0.800000
political|90828|13|0|b68bc2ef79e0eb5b,political,90828,13,0,SPEAKER_01,A veto-proof majority in the Senate would be required to override a presidential veto.,48980,90,0,0,0,0,0.0,False,,,,,
commentary|Aeternam___Al_Qassam___2020__Review|15|2|db8a76536a959bc0,commentary,Aeternam___Al_Qassam___2020__Review,15,2,SPEAKER_00,Listeners should find value in albums that balance contrasting musical elements like heaviness and softness.,Fear_and_Loathing_on_Hastings_Pier_-_Part_2_2,266,0,0,0,0,0.0,False,,,,,
religion|Ministry_of_the_Messiah__Studying_the_Sabbath|32|2|fd0002e07da4051b,religion,Ministry_of_the_Messiah__Studying_the_Sabbath,32,2,SPEAKER_00,Recognition of Jesus requires conscious identification with His name or identity.,John_19_24-42,10,1,1,1,3,3.0,False,"Blood and water flowed from Jesus’ side when pierced, confirming his death and humanity.",0,9,2,0.700000
religion|Episode_473__Movie_Review_-_Babylon_To_America_-_With_Pastor_Steve_Larson|12|3|c04fddc73da32e62,religion,Episode_473__Movie_Review_-_Babylon_To_America_-_With_Pastor_Steve_Larson,12,3,SPEAKER_01,Jesus' conflicts with religious leaders over Sabbath rules indicate a fundamental change in divine expectations.,Isaiah_32_18,536,0,0,0,0,0.0,False,,,,,
political|83968|26|0|aa0d1933afaa27f3,political,83968,26,0,SPEAKER_00,The naming of infrastructure projects often reflects political or symbolic considerations rather than functional ones.,74135,227,2,2,2,9,7.0,True,"The speaker believes the nation needs a leader focused on the public good rather than party loyalty, personal gain, or special interests.",29,2,2,0.950000
business|Get_More_Blogger_Reviews_for_Your_Book_-_Part_2|23|1|8440bcf6cf282db7,business,Get_More_Blogger_Reviews_for_Your_Book_-_Part_2,23,1,SPEAKER_00,Influencers care about maintaining authentic and valuable relationships with their audiences.,Guest__How_to_make_decisions_with_ease__confidence_and_purpose,273,0,0,0,0,0.0,False,,,,,
commentary|5_High_Off_Life_-_Future_Review|51|0|c196bea934122791,commentary,5_High_Off_Life_-_Future_Review,51,0,SPEAKER_01,The speaker believes 'crack' and 'brack' are interchangeable terms in this context.,Catherine_Campbell__The_Killing_of_a_Halifax_Police_Officer,26,0,0,0,0,0.0,False,,,,,
business|Real_Agency_Salaries_-_Cole_Habersham|38|2|ad0ef10b7e31fc19,business,Real_Agency_Salaries_-_Cole_Habersham,38,2,SPEAKER_00,The listener has both received mentoring and engaged in self-directed learning.,479__How_to_Get_Buy_In_From_Your_Colleagues_With_Rachel_Sider__Norwegian_Refugee_Council__K-Cup_DoubleShot,30,0,0,0,0,0.0,False,,,,,
commentary|What_the_Heck_Have_We_Been_Doing__Season_2_Recap|29|2|dc116f4054c19416,commentary,What_the_Heck_Have_We_Been_Doing__Season_2_Recap,29,2,SPEAKER_00,The speaker trusts the listener to engage with the process.,We_need_change_now_2,30,0,0,0,0,0.0,False,,,,,
business|How_the_Infinite_Banking_Concept_Started_BYOB__4|10|3|bb4ffd2122c6216c,business,How_the_Infinite_Banking_Concept_Started_BYOB__4,10,3,SPEAKER_00,"Nelson’s claim that 'you've only heard part of the story' implies that deeper, more severe hardships exist beyond financial ones.",EP57_Marketing_Strategy_w_Angelo_Ponzi,237,0,0,0,0,0.0,False,,,,,
business|How_to_Grow_Your_Business_by_Spending_Less_Time_in_It_a_In_Just_7_Minutes_with_John_Nieuwenburg|7|1|9eb37f897be7b9df,business,How_to_Grow_Your_Business_by_Spending_Less_Time_in_It_a_In_Just_7_Minutes_with_John_Nieuwenburg,7,1,SPEAKER_01,The business owner’s inability to delegate undermines organizational resilience.,Ep._4__Trish_Connolly__B6_Real_Estate_Advisors__Brokerage_and_Standing_Out_MU_CRE_Club_Podcast,154,0,0,0,0,0.0,False,,,,,
business|Episode_23_-_Cartier_Resources_Inc__Philippe_Cloutier|34|4|99ba7960fefa8cd1,business,Episode_23_-_Cartier_Resources_Inc__Philippe_Cloutier,34,4,SPEAKER_00,The company has control over the decision-making process regarding Ben Wal-Rillipur.,Earth_and_Environmental_Science_at_NYC_Urban_Soils_Institute__feat._Anna_Paltseva,281,2,2,2,1,1.0,False,Peoples' Friendship University of Russia has students from over 160 countries.,1,3,2,0.950000
political|92298|9|6|3a881abe0bcbfd66,political,92298,9,6,SPEAKER_00,The speaker trusts that prioritizing rural hospitals will lead to better public health outcomes overall.,82327,223,2,2,2,1,1.0,False,The speaker and Senator Chris Murphy collaborated on the mental health bill of 2016.,19,1,2,0.950000
business|Student_of_the_Game|0|3|85c9ca52012e64fb,business,Student_of_the_Game,0,3,SPEAKER_01,Entrepreneurial success requires continuous learning and adaptability.,35___Powerful_People_Attract_Money,35,0,0,0,0,0.0,False,,,,,
business|Episode_23__Key_Elements_For_Any_Landing_Page|5|5|62e543c9f10f2fbf,business,Episode_23__Key_Elements_For_Any_Landing_Page,5,5,SPEAKER_01,Email collection is a key metric for measuring marketing effectiveness.,Show_011_-_5_things_to_consider_with_a_new_employee,71,0,0,0,0,0.0,False,,,,,
business|The_British_Red_Cross_-_young_refugees|7|1|902ff15e9dff5809,business,The_British_Red_Cross_-_young_refugees,7,1,SPEAKER_01,Blunt questions may undermine trust or connection with young people.,Episode_056_-__TechTalks_-_IT_Spending_Budget_cuts_due_to_Covid-19_-_with_Jeffrey_Tefertiller,289,0,0,0,0,0.0,False,,,,,
religion|Embrace_and_enjoy_being_number_two__leading_as_the_2nd_in_charge_-_Steve_Mawston__SOUL_Church_UK|5|0|53429ea35ed7a7df,religion,Embrace_and_enjoy_being_number_two__leading_as_the_2nd_in_charge_-_Steve_Mawston__SOUL_Church_UK,5,0,SPEAKER_00,The speaker believes that sustained involvement in a local church community is valuable and meaningful.,Shema__Love__-_Part_1_-_18_May_2020_2,23,0,0,0,0,0.0,False,,,,,
political|77716|9|4|7d2a4340373c0be4,political,77716,9,4,SPEAKER_00,People’s political views change when exposed to perceived policy failures.,88863,32,0,0,0,0,0.0,False,,,,,
business|45__Elaine_Traversi_-_Executive_Director_of_Stanwood_Chamber_of_Commerce|22|1|98d30824d1a95cbb,business,45__Elaine_Traversi_-_Executive_Director_of_Stanwood_Chamber_of_Commerce,22,1,SPEAKER_01,The sequence of places mentioned (Polsbo → Bremerton) represents a real-life relocation event.,EP_286__Pricing_For_The_Future_With_Fire___Mineral_Jewelry_Founder_Tiffany_Whipps,229,0,0,0,0,0.0,False,,,,,
