prompt,turn_text,n_explicit,n_implicit,n_assumptions,avg_confidence,is_valid,has_keys
prompt1,"on. Well, they've argued that look at all these cities that they've built in China that could have never been done unless it was this 100 year plan from the totalitarian government and in the free market society that wouldn't have been done. I mean, you've heard the arguments of how the Communist Party does things that a democracy couldn't.",3,5,5,0.818,True,True
prompt1,"Yeah, and we put a man on the moon. We built the national highway system. We have created all kinds of advances in technology and science. A lot of those advances were on the basis of investment that the government was doing in basic science and technology. We stopped doing that. We haven't been doing that for over 30 years now. You know who's been doing that? The Chinese Communist",6,5,5,0.818,True,True
prompt1,"? Well, because we've been convinced that the private sector is the only one responsible for creating infrastructure in this country. It's only one responsible for creating the basic scientific advances that it should be from the private sector that all these things emanate. And that is one thing that I would say that the Chinese Communist Party realized was a",4,5,5,0.818,True,True
prompt1,"the Soviet Union and then really unlocked the potential to take not only their talent, but our talent. So, you know, in 2017 when I'm the defense at that Shane Beijing, there's a hypersonics conference in Shama in China. And a couple of the attachees go down there. And who do you think are teaching the Chinese how to build hypersonic missiles? Our very own NASA scientists. Right? Why? Because the Chinese are willing to invest money in development of hypersonics when our own government is unwilling to. So where are the scientists going to go? They're going to go where the data is. And they're going to go where they're well compensated. These are all because China has continued to, since the end of the Cold War, invest heavily in science and technology in the United States to stop doing it. Silicon Valley, Austin, Boston, you know, a lot of these tech areas of the country did not spring up out of, you know, magic fairy dust. It was on the basis of investment that the federal government was doing during the Cold War in the space race and really investing 2% of our gross domestic product on science and technology research and sending a lot of our engineers and scientists to get their degrees on the basis of federal grants. These are things that we used to do as a nation. We built Eisenhower National Highway System. We sent a man to the moon. These are all things that we did, but we had a different view at the time in terms of the role of government and business in terms of driving the technology, technological evolution and really its impact on economic growth. And I think we've lost that, we've lost manufacturing. These are all things that we need to bring back into the fold in terms of how we think about what the government is responsible for. Industrial policy, when I got to the White House, you know, my colleagues from the National Economic Council said, ""We don't do industrial policy."" You know, my Commerce Department colleagues that are basically seconded to the National Security Council to do work at the National Security Council said, ""America doesn't do industrial policy."" And I said, ""Well, that's great, but you know who does? The Chinese Communist Party does industrial policy. Korea does industrial policy. Japan does industrial policy. Taiwan does industrial policy. Germany does industrial policy. Who are the powerhouses and technology today and",22,10,5,0.818,True,True
prompt1,"why?"" So we've lost our compass when it comes to our government being proactive in getting those investments. You mentioned the Commerce. I think Apple came out a year or two ago and said, ""We're going to make the new IAMAC only in America."" And then they found out that they couldn't because that specialized workforce, they couldn't find in Texas or wherever they were. I mean, we really are dependent on China to make these devices to a certain extent. So that will always be there, correct? Well, it",4,5,5,0.818,True,True
prompt1,"'s there because there's structural reasons. It's in there. When you look at microelectronics manufacturing itself, a lot of the components come from the United States. And so what China does is negotiate a China price for those components. So a component like a capacitor, for example. Maybe that costs 30 cents China price. But say a manufacturer wants to build that same microelectronic thing in the United States and they go to that component manufacturer and say, ""Hey, I need a component to build this."" And they say, ""Well, you're going to have to pay $7 for it."" So if you take just a normal PCV, which is like a motherboard or some other circuit board for some microelectronics, and you say, ""Hey, I want to try to make it. I want to try to manufacture this in the United States."" And you start to look at the components that go into that. And you start to assemble them and you see how much is it going to cost you to acquire those components and then manufacture? What you find is in order for you to be competitive with China, you actually have to go to China to buy components that were manufactured in the United States. Because every manufacturer in China gets the same price. It's like they have a Walmart price for the components in microelectronics. And so say that board costs $200 or $300 to manufacture in the United States. Any manufacturer of microelectronics in China can make that board for $7. And they can do it because they can all get access to the same components at the same China price. So this is a structural problem that Chinese have created and that our government allows to continue to exist. The Department of Defense, the Defense Production Act, Title III, gives it the authority to break up monopoly-based systems like this for the purpose of ensuring that microelectronics can be manufactured in the United States in sufficient quantities to provide for the defense of the country. These are the types of authorities and these are the types of things that the federal government needs to do. But what we have in is people in the federal government today that come from kind of the post-Cold War economy that is about globalization and the internet. It's about driving the lowest price on the basis of off-shoring manufacturing to places where you have the ability to do exactly what I just said. And add in low-priced labor because you don't have the same labor standards and the fact that you don't pay as much for environmental protections because you also don't have environmental protections. When you put all those together, yes, we could never have that come back to the United States unless the federal government basically began to impose the kinds of controls that would allow businesses here. And when they did, businesses here in the United States could manufacture at the same price point as those that manufacture in China, except the Chinese government is very aware of everything that I'm telling you right now. And they make sure it always comes away in the advantage of Chinese companies because by keeping those people employed in those companies, they are maintaining the legitimacy of their government. So these are things that if you don't understand the way the system works, if you don't understand how manufacturing works, if you don't understand how global trade and finance works, and you're making policy in the federal government, then you're really not really at the forefront of kind of how competition happens in the global economy and more importantly protecting the prerogative of American business, but also national security in the United States.",13,7,5,0.818,True,True
prompt1,"Well, I'll give you an example of one of the challenges we have. I'll talk about one manufacturer that makes aquariums, saltwater aquariums. They have to pay a tariff on the subcomponents for other aquariums. But then they're competing with completely made aquariums from China that don't have a tariff on the finished good. So they're paying tariffs on the subcomponents, which increases their costs of goods sold, and they're competing directly from the same country because there's not a tariff on the finished product. And so there's an issue with understanding our tariff policy and how that impacts our manufacturers and their profitability. And it really requires you to understand and find detail what it is to be a manufacturer in a free country today when faced with competition from a nation state that is bound and determined to crush you, to crush your ability to function as a business and to provide goods at a competitive price. That's what the, it's like Walmart, except it's the entire country is built that",11,5,5,0.818,True,True
prompt1,"Well, I think if we were able to actually do the things I said in terms of keeping tariffs permanent and reducing investment, our investment in Chinese companies and reducing US corporate investment in China, then I think it's going to within the next 10 years, you'll see a significant shift in the supply chain. You'll see, and if we promote manufacturing in the United States and disrupt a lot of the challenges, structural challenges I just mentioned, you're going to see a growing America. I think it's going to be north of five or six percent economic growth because of the fact that we've had such latent productivity in the United States. It was 15 years ago that we had latent productivity in China. Now we have latent productivity in America because much of this manufacturing is automated. We have the lowest energy costs in the OECD. We have lowest corporate tax rates. We have opportunity zones all over the country where these local communities are willing to bend over backwards to see manufacturing come back to America. When that begins to happen, and I think it will, you're going to see tremendous economic growth in not just in America, but other democracies around the world as we begin to provide for the prosperity of our citizens. 12",11,5,5,0.818,True,True
prompt1,"I think we're going to be struggling from this coronavirus. I think we've really taken a dip. That being said, if we can take what's before the Congress now in terms of infrastructure bill, if we can turn that towards infrastructure and manufacturing and actually things that invest dollars on our soil to improve our lot in terms of our efficiency and transportation in the country, our efficiency with globally interconnecting with the physical parts of the trading system like ports in Hinterland and rail and trucking, and then we've invested in manufacturing, I think we'll see a growth in a lot of those jobs coming back that have been lost by the hospitality industry and other retail companies that have lost jobs. I think those grow back. If we don't, if we do quantitative easing like we've done in the past and we just flood the banking system with money, then a lot of that money is going to find its way into China because they're the ones making all the things and I think we're going to be in a worse place. We're going to be heavier and debt and our economy is going to be stagnating. It already started to slow from the tax cuts of early in the Trump administration. It's really going to slow down now. But if we can again invest in democracies and infrastructure and manufacturing, put people to work, then you're going to see it growing. I really don't have a good vision of what we're going to do. I can tell you that a lot of the people that end up in treasury and a lot of the economic positions within government tend to think along the lines of let's just put more money into the financial system and let the businesses sort it out. The businesses like AT&T don't really care about national security, they just care about profit. It's likely that most of that money will not make it into places. It's actually making a difference in",13,8,5,0.818,True,True
prompt1,"House? I miss the fact that I had the opportunity in my job and this is not the case in most jobs at the National Security Council to really think long term, to think big, to think about the tremendous opportunity this nation has to remain a sovereign, prosperous republic to think about how do we really take care of the American people in a way that promotes their freedoms? I really like that and I like the ability to be able to have some of these conversations at the highest level of government where there wasn't ideological baggage that came along with it. We could have very frank open discussions about what's the best way to think about these things. The truth of the matter is if you bring facts, if you bring logic, then you can get a little bit more information. You can win the day in some of these discussions and at that level you're basically influencing policy decisions. I like that. I think the part that I didn't like was the fact that if things get a little bit too progressive in terms of, hey, maybe we should think about securing our internet so that our population can't be influenced. Industry got wind of that, then they can put a lot of pressure on the government to shut it down. In a lot of ways, the corporate sector, Wall Street has a ton of influence. I assume that's the same way in London as well. Corporate entities have a lot of influence on what the government does. I can say almost to the exclusion of what's good for the American people. I've really come to the conclusion that if it's good for a large corporation, it's probably not good for our republic or a democracy in most cases because their interests really seek to undermine their competitors and that really destroys innovation in the free",15,10,5,0.818,True,True
prompt1,? No doubt there is. I don't have an answer for that. I do know that government is really responsible for creating the conditions for innovation to thrive. Really that comes in countering these very large corporations that tend to want to squash innovation because they see it as competitive to their own business models.,4,5,5,0.818,True,True
prompt1,"Again, I just had that conversation with Robert Kennedy Jr. He said that, speaking to someone who used to run the whole Fox News networks, and they said in a non-election year, some 70% of the advertising income is coming from pharmaceuticals. He said, ""Basically, Anderson Cooper works for them."" The content is around that. It never goes against any of the drugs that they're pushing. Again, who loses in the end the American public because they don't necessarily get the correct information about what's going on. It's hard to see that as a",6,5,5,0.818,True,True
prompt1,"? I do. We're working on taking the idea of unrestricted warfare and really cleaning it up and making it more accessible to people because I really think, you know, Chao Li-hyung and Wang Shang-sui were really visionaries in terms of how to think of warfare in a globalized 21st century information dominant world. I think I for one read it in 1999 and didn't understand the implications. I really want to make that accessible for other people because it's not easy to read. There's a lot of philosophy and different ideas that are in there. If we can make it more accessible to the average person, they can see a lot more about how the Chinese leadership thinks about competition in the globalized world. I think it'll be really",7,5,5,0.818,True,True
prompt1,". It's exciting stuff. The book is excellent stealth war. And again, it's nice to see your perspective on kind of what's going on out there because I think the average person just doesn't understand. And I think it's because we have never lived there. We've never been indoctrinated into the way that that society thinks. So it's hard to know what's actually going on. Also, I think it's so intangible, this information war that I just think the average person still doesn't understand it. And like you said, if you don't know you're being manipulated, then how can you fight against it? And hopefully people's eyes will start to open up that we really are now in a world that is an information war every day. And to try to be cognizant of that, it seems like the only way forward. Any final thoughts and how can they find out more about the Hudson Institute and your book? So",11,5,5,0.818,True,True
prompt1,"the Hudson Institute is Hudson.org and we have a lot of different, very capable and exciting thinkers there. And then my website, generalspalding.com, can buy the book there. I'll note that it's sold out on Amazon. I've actually been frustrated because we've been slow to get books back to Amazon, but it's still available and Barnes and Noble and other booksellers. So you can find that all on my website",7,5,5,0.818,True,True
prompt1,". That's what we call a high quality problem, I think. General, I really appreciate your time. Again, the book is excellent. Your ideas are fascinating, so I appreciate that. And I'm kind of in the middle of one of these information wars, so it's very relevant to me to see what's going on and to be a part of it, sometimes as a pawn, sometimes as not. And it's very real. And to know that that's now accelerating is another thing we all need to be aware of. And in this day where fear is being used as a weapon, it's more relevant than ever. So thanks for the time, I really appreciate",11,5,5,0.818,True,True
prompt1,"Hey everyone, this is Ksenia Mundtan and welcome to another episode of People's Marketing Podcast. I'm the founder and CEO of Planable, the collaboration tool for social media teams, and I launched this podcast to take a sneak peek into the lives of marketers that inspire me. Every week we explore the story of their careers, the choices, mistakes, wins, and imperfections of their work life. [Music] My guest today is Mostafa, an entrepreneur, angel investor, and the founder of NoGood, one of the fastest growing performance and growth agencies in the New York City. At NoGood, he has assembled a team of creative product and growth experts to help startups validate and scale their products. Previously, Mostafa worked as a growth team lead at various PC backed startups and consulted with Fortune 500 brands, including Microsoft, American Express, and Proctor & Gamble. Mostafa, thank you so, so much for taking the time to join me today on People of Marketing Podcast.",14,8,5,0.818,True,True
prompt1,"So you have an amazing, amazing background and quite a great journey that you've been through, and I want to dig deeper into this. I want to understand what got you where you are today, and I think the best way to start this is by just walking a bit through your career and trying to connect the dots, looking backwards. My first question for you on this topic is, what would you say was your first interaction ever with marketing or got you into marketing in the first place? Oh,",6,5,5,0.818,True,True
prompt1,"well, very question. Well, I got into marketing. I think just when I was young, I grew up in a house. My father's an entrepreneur. We had a food supplies business. My mom and my dad were both working on it, and just I got to witness how they run their business and the sort of like relationships they built with suppliers, with customers and thinking about the long-term value that they get out of, making one customer happy. I just like connecting the dots there at that business have not only helped me, I guess, be a better marketer, but also be a better entrepreneur, just",8,5,5,0.818,True,True
prompt1,"runs. I think that's amazing to have such a role model very early on to go in a family with entrepreneurs and to learn from the get-go from them. I'm curious, you've been exposed to the business world so early in your life, and you chose the marketing part of the business world more than anything. I mean, you're an entrepreneur yourself, but before that, you were in the marketing world first of all. Why marketing? Why not? The finance part of the business or the product part of the business. Why marketing specifically? I",7,5,5,0.818,True,True
prompt1,"most part, I was always fascinated by the media world and particularly like the internet world. Back in the day when first time I had access to internet, it was like a simple dial-in and super slow. I was still fascinated just being able to talk to someone on ICQ or MSN back",5,5,5,0.818,True,True
prompt1,"around me and my family that maybe worked on sales, other business functions and I've seen in college how people take different paths and career paths here and there. For the most part, I feel like marketing was to me was communication and influence at scale. I know it's always been fascinated by that from creative perspective, but also from just economics and really like the math behind it",5,5,5,0.818,True,True
prompt1,. I don't know why you said you don't have a good answer for this. That's a pretty good one. Walk us a bit through your career up to the point where you become the CEO of NoGood. Walk us through your career and briefly through your journey so far.,4,5,5,0.818,True,True
prompt1,"about the archeology fact about you. I was curious if you learned anything that you applied to marketing from the archeology space. Was there anything that you learned at university and then later on in the marketing world, you were like, ""Oh, that's the skill that I picked up back then, but it's useful now.""",2,5,5,0.818,True,True
prompt1,"I don't know. I think the one thing that you learn in archeology is that great work lasts forever. We get out there and dig for some of these like artifacts and just mummies and really like any valuable objects that can tell us something about the past. When you do that, there are a lot of remarkable works that just stands out. Some of this remarkable work is still captivating to the world until today. Again, it just tells you that remarkable work, the work that is well crafted and people put their hearts and soul into it. It will last forever. Maybe it made me more of a perfectionist and a bit of a control freak and thinking that quality of my work to always be at its",8,5,5,0.818,True,True
prompt1,"best. That's a great answer. I love it. You studied archeology and then I see in your LinkedIn profile the first job that I see is at Microsoft, which is a great way of doing more specifically. Walk us through what happened afterwards and how you got to start no",6,5,5,0.818,True,True
prompt1,"good. Yeah, well, on college, I taught myself how to code. I started building websites. I started charging for these websites. I ended up with the small agencies where I hired a bunch of my friends to do the social media around these websites. I started buying Facebook groups and back in the day it was Facebook groups that were popular. There was no Facebook pages. I started buying Facebook groups and running ads in these Facebook groups was, again, the engagement rates were 100% for anything that you do back then for social media. All of a sudden, yeah, I have a small agency and a small team and we're building websites and marketing these websites. So I didn't, again, I didn't ask for to do that. I just get in college trying to make some extra money with friends and after that I graduated and I find myself also just working on on a. I wasn't really fulfilled was working archeology. So I started looking for jobs in technology and I found this search evaluation specialist. I think that was a title back then it was a contracting job for Bing Microsoft Bing minimum wage and all I was doing is evaluating search results. And again, that got me into SEO and the rest is really history. I worked after that for American Express for a digital excellence team and that was a great experience. I was able to evaluate multiple digital experiences that American Express was building for its consumers and looking at how kind of like the development life cycle end to end and kind of like the consumer journey and pulling analytics at company of that magnitude and seeing how these different business functions work together to get a product out. And then again I was at the heart of that I was also like making sure that we're reviewing these products and making sure that products are are up to par and we're setting up digital standards. So that was also like an eye opening experience. But out of American Express I guess and American Express I decided not to work for the companies",16,8,5,0.818,True,True
prompt1,"this actually. Yeah, no, it's, I think I've had that point I've had my share my my fair share of corporate corporate world and I realized that I'm the type of person that functions better when I get to see the results of the work that I do. And then I have to wait for multiple impact like stakeholders to for their multiple stakeholders input and, and really like do the same thing over and over so one I get bored quickly to realize that I may be like want to be involved a little bit early on in the process and building things from scratch working for established company that gets you to work on one particular thing. And again that's that's an experience that actually helped me tremendously like to build things better and make sure that understand that the dynamics of the company dynamic so smaller company and really like make sure that you're you're building things that people want and I learned that at the company but but for the most part I've also learned who I am and what I like and where I",12,8,5,0.818,True,True
prompt1,know live and breathe. You know the data that we we pull every day and five person that wake up and kind of like look into moving analytics and see how campaigns performed the track all sort of like custom events here and there. I don't get to do a lot of that now. I do a lot of work a lot of you know fixing things was you know was finance getting contracts out contracts in MSAs and lawyers and there's a lot of admin work that they don't tell you about. Yeah,12,6,5,0.818,True,True
prompt1,Great answer actually I feel the same you know when I started my agency before planable I got into that because of the creative because of the strategy because of the you know the agency space how you you know imagine that back when you are in university or at least in my case. But then you realize that the day to day work doesn't really look like,5,5,5,0.818,True,True
prompt1,". We've been in this case for quite some times now or a few years and work with the Fortune 100 brands and startups and scale ups. We have all sort of like brands from day zero where we help them validate or invalidate an idea of sort and doing that by just simple work like building landing pages and getting out there and collecting qualitative and quantitative data on whether an idea of sort would work or not. And then this, the bigger piece of the business is really like performance marketing and and growth marketing and basically what makes us different is that we have a marketing creative studio was performance marketing team sitting together and kind of like that squad model and alignment of both teams creates the magic. You don't have the side of creative and the silo of performance marketing and analytics. It's kind of like both in one team just like a squad that you will get in any of the tech companies out there. And then we, we're, you know, performance driven you hire smart people and give them clear goals and let them run. So that's what we do. So walk me a",10,8,5,0.818,True,True
prompt1,"bit through your day. What does it, you know, what does it look to be you, the CEO of no good like paint a picture of what your day looks like today, you know, it's virtual. It's all zoom probably zoom and emails, zoom emails and slack, or whatever you guys are using, but paid me a picture of your day like what do you do in the morning was the first thing that you check on your phone. What does your day go like. So yeah, my day have",6,5,5,0.818,True,True
prompt1,"back then is like, you know, to try to work out. So I have that schedule to my calendar, usually like amount of times I miss it is. I think it's a habit and routine to have it in the calendar but I haven't reached the habit of actually executing on that calendar invite that I sent to myself. So yeah, I wake up and I use my peloton and just run a do some biking and then get on my email and answer some of the important emails. I'm most creative in the morning. So there's a lot of like",7,5,5,0.818,True,True
prompt1,"stuff that I need to do or campaign building or a strategy of sort. I'm going to say and kind of make the rest of the day more fun. If I may say that word, or just like remove the bigger item just because I have more energy and I'm more of a morning person. And I usually like just want to tackle these things early on and and by 11 or 12 I usually with these with these tasks and I start different meetings whether it's client meetings prospects meetings that were, or meeting with my team members. I'm going to make sure that I'm not going to be able to get to the next part of my job. I'm going to make sure that I'm not going to be able to get to the next part of my job. I'm going to make sure that I'm not going to be able to get to the next part of my job. And I'm going to make sure that I'm",11,7,5,0.818,True,True
prompt1,"a lot of that. So I, it's my best to build a structure that allows me to do the things I do best and I love to do as well. So I'm going to make sure that I'm not going to be able to run a lot of things. I'm going to make sure that I'm not going to be able to run a lot of things just like more of like an admin management that comes in and says I'm not a few nice things and",5,5,5,0.818,True,True
prompt1,"being able to get the most out of your team as well. You need to like really be in the trenches with them and see the pain and optimizing a simple, you know, Facebook campaign or having to set up tracking scheme of sort. It's, it's, and I know how long it takes and understand the sort of challenge and how it can evaluate it and scope it out for your clients and manage utilization for your team. You're going to have to be in the trenches and, and I like that. And that's, that's the most fun part of my job. Yeah",6,5,5,0.818,True,True
prompt1,", 100%. I can't agree more. Do you, how do you keep connected with the world of marketing and growth marketing? Do you have some platforms or some? Where do you get your inspiration or where do you get your knowledge? How do you ensure that you're always on top of things and you know, you're always on on the cutting edge of things. Oh, that",5,5,5,0.818,True,True
prompt1,"I think, I think, you know, one of the challenges when you get to a certain point in your career is at least, for me as well, you know, that fear of stagnating. And also, you know, just, it's hard after a certain point to still get your inspiration. So that's an extremely important question. I'm really curious to, you know, see how you're doing it. You're",5,5,5,0.818,True,True
prompt1,". And I think I have a great relationship with multiple CEOs in the New York City area and the Valley and, and really around the world where, you know, a few of them are friends where you get to, you know, chat every now and then about what they're doing. Some of the challenges I have some of the challenges they have. So maintaining some, you know, it gets lonely when, when, when you're running a company because I think they will say it gets lonely at the top. And I think it's hard to get it around, but for some degree, it's just hard to get out there and, and find just valuable content I think with all respect to that like so, harvest the Harvard Business Review and all these sort of like publications that talks CEOs. And then you're going to get to the most part you're going to find the learnings in networks and friends and, and, and people that, you know, just to get that get out there and, you know, they talk about the real problem and you talk about the real, real problem and just to get to hear from them. That you're not alone that you're maybe doing the right thing. So, you know, I think the, the, the, the, the, the, the discipline of marketing and growth marketing itself and there are quite a bit of there's some amazing podcast out there. I think your podcast is great and there are a lot of other podcasts out there. And I think it's a great thing to do to where you bring in, you know, marketing experts and they get to listen to what they do and how they manage their teams and what their concerns are and the latest and the greatest I think this is always a good way to keep up. And there are many blogs and Twitter accounts that I tried to also follow and, and just be part of a conversation and as much as I can. It's not easy but I",19,5,5,0.818,True,True
prompt1,"thoughts on this as well. So I'm trying to actually find my sources right now because I felt like in the, in the past half of year I didn't really dig deep into new knowledge or you know just what I stumbled upon, but not something stable. We actually have an education budget at planable so every employee has, you know, an education budget they can spend to learn stuff so I'm trying to figure out what to spend mine",6,5,5,0.818,True,True
prompt1,"that's that really hard part. As you mentioned, you know about the network and discussing, you know, real problems with people and I want to ask you a real problem question, you know, quite the tough question we don't talk too much about our failures and challenges in the industry. It's all very pink when you look at people's profiles and you know, growth overnight and all that kind of stuff I'm sure you're red articles like that so I want to ask you what would you consider the lowest point in your career. You know, what was that point where you doubted yourself and your chances of making it if you had one you probably did so what's",8,5,5,0.818,True,True
prompt1,"yours. Yeah, no I have many low points. If failure was not an option success won't be either I think I don't know who said that but I find it to be a great coat. Yeah, I have many low points I don't have I can't I don't recall a particular point to my career or the certain company where I didn't feel like, like, every time I felt like it was a low point I quit",6,5,5,0.818,True,True
prompt1,". I don't know if that like it sounds like but it's a personality trait all I'm saying is, is that I am willing to if I do if I find myself not providing value or not really is not fulfilled and not meeting the expectations of my employers or my customers. I'm not going to quit because I think there's life is too short and if you catch yourself in any of these moments you try of course and you try to get out of it but if you find if you find the moment of miss fit and it's different for everyone. I quit and I try not to lag behind. So that strategy was helpful, but I definitely early on in my career just deciding is marching to be the thing I want to do I always wanted",8,5,5,0.818,True,True
prompt1,products so I taught myself how to go that started building things but then I realized that I'm not going to be the best quarter. It's it's it's just that I didn't have what it takes to be really good at that. So being an average quarter I decided to do something different and you have to come to these realizations that humble to you and always comes from meeting someone that is have done this before and they get maybe you get a little bit vulnerable and then I was accepting of criticism in ways that is maybe not natural to most people and then when I was young I didn't like these moments but right now I look for them. I try to get out find people that you know expose my blind spots and weaknesses and can tell me about it I would pay for that. So I think I can today maybe I should more away from it if not sure if,13,8,5,0.818,True,True
prompt1,. I love the sense where I just love the honesty of it and I love the you know the self awareness I think it's extremely tough to just you know make that kind of piece with yourself that you're not good at one thing and you know just move forward find that thing that you're actually really good at and I'm happy for you that you managed to do it you know to find it. It would have been sad you know to you know being stuck there and that point where you're you know decently good but not great. So yeah that,7,5,5,0.818,True,True
prompt1,"You just need to like be honest with yourself and and and what you will be surprised at most employers like I like when someone comes to me and says, most of I don't like to do let's say content marketing I think I'm not good at it I claim to be good at it but now I realize that I'm not good at it but I want to learn this thing. It's a very positive moment of just employee employee relationship and it's yeah I always ask my team to just always self evaluate and find what makes you happy and fulfilled and you're",7,5,5,0.818,True,True
prompt1,"good at it. Yeah that's that's a great answer. So talking about the early early career of yours, you know we've all had this seemingly insignificant events or they seem to seem to be significant at that point in time but they actually went on and you know changed our lives made a big difference. Did you have",4,5,5,0.818,True,True
prompt1,"impact and mission revision where I want to be. And I think part of it is that you're doubting yourself it's it comes from fear. And especially early on in your career but you know by yourself trying to pay your bills and then get a lot of things done I think money becomes, becomes maybe like a more important value but. I would rather I think again that's back to the regrets maybe that's a regret that choosing money over value or impact like I remember that. I had the option to work Amazon but I didn't want to go to New Jersey I didn't want to go to Newark. I don't know if you know the the the the the like the geography of New",8,5,5,0.818,True,True
prompt1,have lived in and Newark is is a few a few minutes outside of Manhattan towards New Jersey and I thought it was far away. And it was a great job but I just didn't want to do that and then I ended up going for a bank that gives me a little bit more money. Where the other job was I didn't think about my the impact and what I wanted to do in,7,5,5,0.818,True,True
prompt1,"agency. So having my own agency was just after rounds and rounds of I've worked for multiple startups as a growth lead and just doing it multiple times. I was just like basically tired of doing it for one product, one team and and and it's fulfilling and I had a great time I just wanted a different type of challenge. I thought that you know I got a lot of consulting requests and all the sudden I ended up with an agency. So that's so that's kind of like the agency question but for American Express. I moved out of annex and to another tech company but is is I would say much much smaller where I had a bigger role I was leading the digital marketing. I was the director of digital marketing for the global team. So, again building the entire user journey website, deciding on acquisition channels partnerships all of that was, again, was part of what I do and I've learned a ton. So this is the other thing too if you're not learning at the job, you're probably at the",15,5,5,0.818,True,True
prompt1,"Always be learning because that's that's kind of like you're building equity. When you're at a job that you're again you're happy and fulfilled that you also learning. And this is a tough thing about CEO job is that I feel like I'm not learning a lot. And that's some other thing that adds to my, to your question earlier, being",5,5,5,0.818,True,True
prompt1,"day. Yeah, that's true. It's something that you mentioned earlier was that your day looks very different right now than it, you know, looked a few months ago. I want to ask you a few questions about the transition to remote work for to work. What was, you know, a few things if you can, if you could name a few things that you implemented to help with remote work to help with work from home that worked very well for you guys and your team, both you know productivity wise but also you know keeping the culture together or even work with clients you know what was the changes that you've made to make",6,5,5,0.818,True,True
prompt1,"this. Yeah, so we have always been, what was been in the, in the virtual work camp and I think that, especially when people have a sense of ownership and the, the on their metrics and the sort of work that they do and they're comfortable working alone and they're not going to work for themselves at home is challenging and I think people are starting to realize that back in the day maybe because of luxury. So we have that structure in place someone can call them in the morning and says I'm",7,5,5,0.818,True,True
prompt1,"pretty good. Yeah. It's simple, easy and the clarity that you provided. You know, I think it's a, we have slack we have other collaboration tools as well but we've kind of doing, we're navigating our way into this kind of like realm of tech stack of collaboration and project management tools. But making sure that we have daily stand ups and then weekly team meetings and parts of the daily stand ups and the team meetings is, is, you know, I was always been the efficient person about meetings like, you know, talk about work work work. But now",9,5,5,0.818,True,True
prompt1,"your fault. Yeah, I love that. My last question before we wrap up with our rapid fire session. This world of marketing is just filled with buzzwords and trends. So I'm curious what's one buzzword or belief or just a popular thing trend and marketing today that is really annoying you or that",2,5,5,0.818,True,True
prompt1,"you disagree with. I think I think there is the I used to like really hate the AI machine learning impact on marketing how that was overhyped them. And it's really like missing the value communication piece of marketing where, you know, at the end of the day marketing is about communicating value with clarity and success, success and way to a group of cohort of users and getting them to convincing them to take an action of sort and take that action long term ideally and build some sort of affinity with that brand or that sort of the message that you're trying to get out there. And, and at the end of the day it's a communication problem. So AI and technology is going to aid you and support you to do that more efficiently. But without having the foundation around effective communication and really like whether it's the creative side or even like just like basic content and doing things in the specific frequency. And so I think that a mind and and understanding the sort of empathy and sympathy was where your users and understanding them as humans. I think you all of these sort of like tools and buzzwords that we hear every day will just not work like the amount of, you know, AI marketing tools out there that are very useless or just like it's scary. And then",10,5,5,0.818,True,True
prompt1,"tell you don't voice that and I understand the political dynamics behind this and especially when you're a junior person but I always thought it was healthy for people to voice their opinion and try to disrupt status quo, even though that might be painful to hear so I make sure that I don't tell that to my team and I ask them to disrupt things if it's needed to be",7,5,5,0.818,True,True
prompt1,". So that's definitely startup material. So no, no, no surprise you ended up where you are today. Your philosophy seems to be very aligned with the startup world. So yeah, I love that. Most of this was such a great conversation. I really enjoyed learning more about your journey and about the way you see world. I think this is such a great story that you have. Where can people learn more about you and potentially reach out is Twitter the one",9,5,5,0.818,True,True
prompt2,"[Music] Hi everyone and welcome to another episode of Lead Radio Podcast. Today on our Inside Knowledge series we have Colin Shearer. So he's a pioneer and thought leader in advanced analytics which he has been for the past 25 years. He's also co-author of Make It All About Me, leveraging on-new channel and AI for marketing success. And today he'll be covering the topic, surviving and thriving in a changing world, AI and data-driven adaptation in a COVID crisis. So now over to Colin. Hello everybody",5,5,5,0.898,True,True
