episode_id,turn_idx,speaker_role,speaker_id,violation_type,violation_trigger,violation_source,severity,conversation_move_label,turn_type_label,word_count,turn_text,next_move,next_role,same_speaker_next,repair_next,challenge_next,self_repair_next,policed_next
90860,17,guest,SPEAKER_00,Quantity,annotated_local_context,maxim_violation_label,3,Correction / Challenge,Substantive,664,"Let me correct you on that. They don't live in Palestine. The West Bank is controlled by the Palestinian government. That's over on the Jordanian River. The Mediterranean side, which is a very small strip, is Gaza. You have Israel that runs in the middle of it. You have the Israeli government. You had the Palestinian government, which is the West Bank, and they have Gaza, which all three elected who they want to be in control, Gaza is the one that elected Hamas. So they're not, they're Palestinian by tribal birth only. They are not Palestinians because they did not elect. I mean, they're Palestinians, don't get me wrong, but that's not a Palestinian government. You're not relocating those individuals. If they wanted to lead Gaza at any given time, They could have left. There wasn't a closed border. This wasn't a ghetto type style where they had a fence around it. You're locked off and you're good luck surviving. They had commerce that went in and out of Gaza every single day. A lot of people that lived in Gaza worked maybe in the West Bank or worked in Israel itself. And so they could have left and relocated at any time if they didn't want to live underneath Hamas rule and they could have and they didn't want to live underneath Israel. They could have simply drove Across the country, which is a very small country. Let's think it may take I don't know the exact distance, but it may be 30 miles It may be five miles. I don't know I don't actually have a measure I don't have the map in front of you to measure it But you're not talking about a large distance. So when you say across country, it's not like driving across the United States It's not even like driving across Florida or Oklahoma. You're talking about a very small small time and and they could have went and lived in and in the West Bank underneath Palestinian rules. So to relocate these individuals, you're locating 100% individuals that supported Hamas. They 100% knew what Hamas was about and they 100% knew that Hamas was building an infrastructure underneath them and what they were doing. They supported that. And Hamas is a national recognized or an international recognized terrorist organization. You cannot simply take those individuals and put them inside the United States. That is way out of line. That is a huge national security risk. Why do you think that Egypt, which is right beside them, right beside Rafa is not allowing these Palestinians to come into their country? Why do you think Jordan, which is right beside them, and 70% of the Jordanians, they're Palestinians, too. 70% of the population in Jordan are Palestinians. So why do you think they're not wanting them to come into there, too? Keep in mind, most of these individuals are actually in Kuwait at one time, and during Desert Storm, the palace the these individuals as in Gaza a big chunk of them their family that that was living in Kuwait and expelled out of Kuwait which were exiled out of what sort of expelled is that where I'm looking for anyways they're kicked out of weight was because when when a son of Hussein attack wait These same individuals joined Saddam Hussein to try to overthrow Kuwait. So they kicked him out of there too. So these are individuals that are not just okay with being brought in here. They will cause all types of problems. They will continue the ideological ideas that they have that terrorist mindset. You're not going to rehabilitate that. So I will fight this tooth and nail. It is a huge national security risk for us to even think about doing this.",Assert / Elaborate,host,0,0,0,0,0
90994,60,host,SPEAKER_01,Quantity,annotated_local_context,maxim_violation_label,3,Stonewalling / Non-Response,Substantive,2,a year,Assert / Elaborate,guest,0,0,0,0,0
91211,3,host,SPEAKER_00,Quantity,annotated_local_context,maxim_violation_label,3,Answer,Substantive,2,28 days.,Assert / Elaborate,guest,0,0,0,0,0
91218,13,guest,SPEAKER_02,Quantity,annotated_local_context,maxim_violation_label,3,Correction / Challenge,Substantive,144,"can't say you're withdrawing and leave a large number of troops here. I mean, that's inherently contradictory. And while in life, we need to be able to hold mutually contradictory assumptions simultaneously, the fact of the matter is, you either enter your out. And this isn't a Katy Perry song. We're talking about a We're either in or we're out here and I think we should get out and I don't think that we should have any plans to leave any level of detachment in Iraq and get into the world community involved so we can look at a post US occupation and also myself and other members of Congress and both parties step forward two days ago to advise the Obama administration to perhaps they should rethink their plans to create a surge in Afghanistan.",Clarification Request (Specific),host,0,1,0,0,1
91646,17,host,SPEAKER_00,Manner,annotated_local_context,maxim_violation_label,1,Self-Correction,Substantive,7,guess maybe I should rephrase. I wonder.,Assert / Elaborate,guest,0,0,0,0,0
91966,32,host,SPEAKER_00,Quantity,annotated_local_context,maxim_violation_label,3,Assert / Elaborate,Substantive,8,hundreds of millions of dollars off that stage.,Assert / Elaborate,guest,0,0,0,0,0
91966,75,guest,SPEAKER_01,Manner,annotated_local_context,maxim_violation_label,1,Assert / Elaborate,Substantive,8,"Okay, who I want be. I'll say.",Agree / Align,host,0,0,0,0,0
91966,88,host,SPEAKER_00,Quantity,annotated_local_context,maxim_violation_label,3,Answer,Substantive,12,"it's going to be six o'clock tonight, six to eight.",Assert / Elaborate,guest,0,0,0,0,0
91966,101,guest,SPEAKER_01,Relation,annotated_local_context,maxim_violation_label,2,Topic Shift,Substantive,26,"I love that whole era. Remember Love Connection? We'll be back in two and two. Did you use the wife? I would, and this is...",Assert / Elaborate,host,0,0,0,0,0
92845,71,guest,SPEAKER_01,Quantity,annotated_local_context,maxim_violation_label,3,Correction / Challenge,Substantive,133,"It's just it's just it's just so it's such bull like like so he's the greatest He's the greatest quarterback of all time. Bullcrown. Dan Marino was a better quarterback. Joe Montana was a better quarterback. Aaron Rodgers is a way more talented quarterback. We play so much stupid fucking emphasis on how many rings you have. Hell, Eli Manning, Dylan, has two Super Bowl rings. You tell me Eli Manning's a better quarterback than Aaron Rodgers? Trent Dilfer, Trent Dilfer 1A, Superboy full title with the Ravens. Are you telling me Trent Dilfer is a better quarterback than Dan Reno? Who never won a Superboy? This whole debate pisses me off. I'm sorry. I just want to hear Brady's name. I go crazy.",Topic Shift,host,0,0,0,0,0
92861,5,guest,SPEAKER_01,Relation,annotated_local_context,maxim_violation_label,2,Topic Shift,Substantive,20,I'll worry about that in the next two years. But right now I'll just focus on the Senate.,Assert / Elaborate,host,0,0,0,0,0
92861,16,host,SPEAKER_00,Relation,annotated_local_context,maxim_violation_label,2,Topic Shift,Substantive,95,"come on, Gary. What do you think? What are you thinking, Senator? All right, let's get back online here. The theme of today's discussion here at the Detroit Economic Club is cementing Michigan's leadership in national security, advanced manufacturing, and innovation. You know, be joining our friend, Nolan Finley, who was just up here a moment ago on stage discussing these items. That's in minutes, so we appreciate you coming by here. What role, as you see it, does Michigan's defense sector and military installations play in our national defense?",Assert / Elaborate,guest,0,0,0,0,0
92973,67,guest,SPEAKER_00,Relation,annotated_local_context,maxim_violation_label,2,Stonewalling / Non-Response,Substantive,5,Keep dreaming. Just keep dreaming.,Assert / Elaborate,host,0,0,0,0,0
93202,7,guest,SPEAKER_01,Relation,annotated_local_context,maxim_violation_label,2,Assert / Elaborate,Substantive,7,"Jeff, that was a whole different ballgame.",Clarification Request (Specific),host,0,1,0,0,1
94229,25,guest,SPEAKER_01,Quantity,annotated_local_context,maxim_violation_label,3,Self-Correction,Substantive,80,they haven't. And I actually think I misspoke there. It wasn't 158. It was over 200 of them voted against it. So excuse me. It was 158 who voted against the Lake and Riley Act. which would have told the h.s. to apprehend illegal aliens who are committing burglary and theft on american soil so illegal aliens who are pillaging american citizens uh... on our territory would have told the h.s. to apprehend them so why,Clarification Request (Specific),host,0,1,0,0,1
94290,60,host,SPEAKER_01,Manner,annotated_local_context,maxim_violation_label,1,Stonewalling / Non-Response,Substantive,2,I think.,Assert / Elaborate,guest,0,0,0,0,0
94290,81,guest,SPEAKER_00,Relation,annotated_local_context,maxim_violation_label,2,Stonewalling / Non-Response,Substantive,32,"I don't know. But it is I just because I remember in World War II, we were all involved in part of the military actually against the Japanese and the Germans.",Assert / Elaborate,host,0,0,0,0,0
94292,39,guest,SPEAKER_00,Manner,annotated_local_context,maxim_violation_label,1,Assert / Elaborate,Substantive,86,"every single one of them is. Every single thing. But here's the scary thing, and I want people to consider this going forward. There is a belief, and I think I'm close to being right. But... Got to happen sometime, right? Yeah, sometimes, right? Yeah, broken clock is what? Twice a day, I think. Twice a day. Erdogan was going to roll through there if American troops were there or not. And that would have been worse. So as bad as it is... Wait",Clarification Request (Specific),host,0,1,0,0,1
94313,72,host,SPEAKER_02,Quantity,annotated_local_context,maxim_violation_label,3,Correction / Challenge,Substantive,13,"I mean, $30 million is a fair chunk of change. Yeah, it was",Assert / Elaborate,guest,0,0,0,0,0
94313,79,guest,SPEAKER_00,Quantity,annotated_local_context,maxim_violation_label,3,Answer,Substantive,11,I went in 77 to teach at UNLV. Oh my goodness.,Assert / Elaborate,host,0,0,0,0,0
94337,8,host,SPEAKER_00,Quantity,annotated_local_context,maxim_violation_label,3,Answer,Substantive,2,Something Beyonce.,Topic Shift,guest,0,0,0,0,0
94539,19,guest,SPEAKER_01,Quantity,annotated_local_context,maxim_violation_label,3,Assert / Elaborate,Substantive,4,"Yes, we have opportunity",Assert / Elaborate,host,0,0,0,0,0
94548,22,guest,SPEAKER_01,Quantity,annotated_local_context,maxim_violation_label,3,Assert / Elaborate,Substantive,3,higher pay higher,Agree / Align,host,0,0,0,0,0
95286,71,guest,SPEAKER_02,Quantity,annotated_local_context,maxim_violation_label,3,Stonewalling / Non-Response,Substantive,6,"Pretty much just getting fat. Yeah,",Clarification Request (Specific),host,0,1,0,0,1
95630,9,host,SPEAKER_01,Manner,annotated_local_context,maxim_violation_label,1,Assert / Elaborate,Substantive,6,They want to stay home. So,Assert / Elaborate,guest,0,0,0,0,0
95962,44,guest,SPEAKER_00,Relation,annotated_local_context,maxim_violation_label,2,Topic Shift,Substantive,1,"Meanwhile,",Assert / Elaborate,host,0,0,0,0,0
95962,78,guest,SPEAKER_00,Relation,annotated_local_context,maxim_violation_label,2,Topic Shift,Substantive,2,Pfizer court.,Assert / Elaborate,host,0,0,0,0,0
95964,43,host,SPEAKER_01,Relation,annotated_local_context,maxim_violation_label,2,Topic Shift,Substantive,17,"There were many wars, especially when my husband was there, or mission standards, and it became geographical.",Clarification Request (Specific),guest,0,1,0,0,1
95966,7,host,SPEAKER_01,Relation,annotated_local_context,maxim_violation_label,2,Topic Shift,Substantive,9,"Japan, as a matter of fact, so yes. Oh,",Assert / Elaborate,guest,0,0,0,0,0
95970,26,guest,SPEAKER_01,Quantity,annotated_local_context,maxim_violation_label,3,Assert / Elaborate,Substantive,4,lot of surveillance technology,Assert / Elaborate,host,0,0,0,0,0
95976,34,host,SPEAKER_00,Manner,annotated_local_context,maxim_violation_label,1,Answer,Substantive,11,was the second. That was number two. That was number two.,Assert / Elaborate,guest,0,0,0,0,0
95981,45,host,SPEAKER_00,Relation,annotated_local_context,maxim_violation_label,2,Stonewalling / Non-Response,Substantive,5,got probably about anybody else.,Clarification Request (Specific),guest,0,1,0,0,1
96369,10,host,SPEAKER_00,Manner,annotated_local_context,maxim_violation_label,1,Correction / Challenge,Substantive,2,It doubled,Assert / Elaborate,guest,0,0,0,0,0
