pair_id,category,episode_id,source_path,source_turn_id,source_turn_idx,future_horizon,true_future_turn_id,true_future_turn_idx,true_future_turn_move_label,source_word_count,source_tail_word_count,explicit_count,assumption_count,all_assumption_count,history_turn_count,context_explicit_count,context_assumption_count,original_boundary_verified,source_original_turn_indices_json,true_next_original_turn_indices_json,candidate_count,candidate_pool_complete,candidate_pool_sha256,coverage_drop_reason,requires_legacy_score_rescore,requires_rescore_conditions_json,available_conditions_json
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:20:25:h5,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:20,20,5,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:25,25,Assert / Elaborate,562,109,10,3,10,3,40,12,True,[31],[36],25,True,7555a7fe03144d4bef7787923af4e0b4dfe50786c0cc720cfdc8210f9049f239,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:21:22:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:21,21,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:22,22,Correction / Challenge,595,103,10,3,10,3,40,12,True,[32],[33],25,True,9f60031750ebdc0e225eec0511cd8d8ffaf06711a6b35bc9b009acc34e48d4da,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:21:24:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:21,21,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:24,24,Clarification Request (Specific),595,103,10,3,10,3,40,12,True,[32],[35],25,True,ac6d2be7c275a5eff55dd08939af9e3ebc919a58ee1b15fe91f23036adc1edae,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:21:26:h5,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:21,21,5,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:26,26,Correction / Challenge,595,103,10,3,10,3,40,12,True,[32],[37],25,True,375b34eb2665725a936a60324e9266dd68b9b811f0fb45cb39f88c46eeb69dfd,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:22:23:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:22,22,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:23,23,Assert / Elaborate,76,76,5,3,5,3,35,12,True,[33],[34],25,True,e5407051bbc26835f098283292af99c07b766a6051565897a5c646db0560ed46,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:22:25:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:22,22,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:25,25,Assert / Elaborate,76,76,5,3,5,3,35,12,True,[33],[36],25,True,7d7ec3cbbd431d5bb10712b71617a406e413bb1c44fa97f4f57044c03495d985,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:22:27:h5,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:22,22,5,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:27,27,Assert / Elaborate,76,76,5,3,5,3,35,12,True,[33],[38],25,True,d92890ef8c0438e3ab2c9837a58d52f5b14775525eaa9ab4a10190a1ab3089c9,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:23:24:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:23,23,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:24,24,Clarification Request (Specific),107,107,6,3,5,3,31,12,True,[34],[35],25,True,b14b47cb7f881f8f82171591f17992e118784ddde6d8633f7071e92199f9d100,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:23:26:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:23,23,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:26,26,Correction / Challenge,107,107,6,3,5,3,31,12,True,[34],[37],25,True,0fbba5019e6b2816cb0ef7182e281ba8ac81a68a3118b1b3e740511b6d023c61,,True,"[""raw_history_same_episode_random_turn_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:23:28:h5,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:23,23,5,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:28,28,Assert / Elaborate,107,107,6,3,5,3,31,12,True,[34],[39],25,True,e770c5198dd970b2658508ab469cbc63cdc7242691e3c3558bba96367c2705a2,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:24:25:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:24,24,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:25,25,Assert / Elaborate,320,102,9,3,8,3,30,12,True,[35],[36],25,True,cefd0cfd099895f62a75790ae4e80c191ecfb805f8bef73b92ba1b27cbba70c2,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:24:27:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:24,24,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:27,27,Assert / Elaborate,320,102,9,3,8,3,30,12,True,[35],[38],25,True,63d5c57f7be3946009e6f481849dbea3c6d1a6371ec7308df099eddf58bd2ac0,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:25:26:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:25,25,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:26,26,Correction / Challenge,282,105,8,3,10,3,28,12,True,[36],[37],25,True,86c11139d2102d984130db5ef186f812410245f8873c47f9247161be39caf8d9,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:25:28:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:25,25,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:28,28,Assert / Elaborate,282,105,8,3,10,3,28,12,True,[36],[39],25,True,342cf022fb5d0d639dae350c54af91cc96be4ec73b4ee9b6ef670bdadeb51554,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:26:27:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:26,26,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:27,27,Assert / Elaborate,64,64,5,3,5,3,28,12,True,[37],[38],25,True,8bf0a5e9925649851240ec27f9a1d23987973394f3024ef18aab6382f81c172a,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:27:28:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:27,27,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:28,28,Assert / Elaborate,215,104,8,3,6,3,30,12,True,[38],[39],25,True,b157b14fcb83363ac3a4275e6b021561371b2d741fd232310f97d1230e762d66,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:30:31:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:30,30,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:31,31,Assert / Elaborate,544,101,10,3,10,3,38,12,True,[43],[44],25,True,d45af893a33e3a86d8c218c623a9ef491d39b34ed4c2cf60ece46747fafd26e9,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:30:33:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:30,30,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:33,33,Assert / Elaborate,544,101,10,3,10,3,38,12,True,[43],[46],25,True,440de5d4583be402bb7e732e47d68dd20733a7dc23a696749da4ddee77da05e6,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:30:35:h5,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:30,30,5,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:35,35,Correction / Challenge,544,101,10,3,10,3,38,12,True,[43],[48],25,True,5679f755b952cb52c8474f5a4b5d456261292191023a9411e95cb77bd5e03b62,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:31:32:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:31,31,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:32,32,Assert / Elaborate,342,106,10,3,10,3,40,12,True,[44],[45],25,True,4ad879c4d160d0b20ee37c7e1b4d9aef99029ebafeb36873800c5178030e0263,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:31:34:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:31,31,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:34,34,Assert / Elaborate,342,106,10,3,10,3,40,12,True,[44],[47],25,True,30973b080cc6ad941b1838f4c83575ac77e37f87658a615ed4fe31eeb3324035,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:32:33:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:32,32,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:33,33,Assert / Elaborate,180,105,10,3,10,3,40,12,True,[45],[46],25,True,085cb93a1a10d288eb1264192e886c7d38503a09cbd58bf4bb50440710dfa406,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:32:35:h3,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:32,32,3,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:35,35,Correction / Challenge,180,105,10,3,10,3,40,12,True,[45],[48],25,True,5b142c0f4fcb9915a8dc56ac215df85a4ae4a2cf981c63663460f1d84b06b1b8,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:33:34:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:33,33,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:34,34,Assert / Elaborate,334,108,8,3,8,3,38,12,True,[46],[47],25,True,e0a3aeee3afe80e94879d6bffe5acc3c7b6468991edc7bff4f6e9c89654d14c6,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:34:35:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:34,34,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:35,35,Correction / Challenge,453,106,10,3,10,3,38,12,True,[47],[48],25,True,dce7adc46f218c1b991a2b6bce4f0496eec3a105b1dbeab4c176711ff2583a76,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:37:38:h1,commentary,Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends,data_cleaned/conversation_moves_labeled/commentary/Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends.json,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:37,37,1,commentary:Ep_640___Everything_You_Need_to_Know_About_Coronavirus_Math_and_Trends:38,38,Agree / Align,147,105,10,3,10,3,39,12,True,[52],[53],25,True,efcc89238ddadd94d6fdbdc548bdb3d557ce81fdcb829c79dfb9c710d4b0365e,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests:1:2:h1,commentary,Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests,data_cleaned/conversation_moves_labeled/commentary/Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests.json,commentary:Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests:1,1,1,commentary:Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests:2,2,Assert / Elaborate,1033,110,10,3,10,1,20,6,True,[3],[4],25,True,ad088cc13fff9e6cb86c8e466ba4c277c423ae13638dc49c75adb606d9ecbe8b,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests:1:4:h3,commentary,Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests,data_cleaned/conversation_moves_labeled/commentary/Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests.json,commentary:Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests:1,1,3,commentary:Ep_641___Everything_You_Need_to_Know_About_Antibody_Tests:4,4,Clarification Request (Specific),1033,110,10,3,10,1,20,6,True,[3],[6],25,True,65906a3732f9193185dd3350a809ae7b1598f61224c6505ca202adc18e11a918,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
