prompt,episode_key,src_point_id,src_turn_num,src_speaker_id,dst_point_id,dst_turn_num,dst_speaker_id,similarity
prompt2,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T10_A0,10.0,SPEAKER_01,T14_A4,14.0,SPEAKER_02,0.6303619742393494
prompt2,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T9_A1,9.0,SPEAKER_02,T17_A8,17.0,SPEAKER_01,0.6286851763725281
prompt2,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T11_A1,11.0,SPEAKER_01,T18_A0,18.0,SPEAKER_02,0.6017502546310425
prompt2,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T17_A4,17.0,SPEAKER_01,T18_A2,18.0,SPEAKER_02,0.6066615581512451
prompt2,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T17_A4,17.0,SPEAKER_01,T18_A4,18.0,SPEAKER_02,0.6801013946533203
prompt2,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T14_A4,14.0,SPEAKER_02,T20_A4,20.0,SPEAKER_01,0.6888942122459412
prompt2,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,T1_A0,1.0,SPEAKER_01,T4_A0,4.0,SPEAKER_00,0.7255007028579712
prompt2,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,T1_A0,1.0,SPEAKER_01,T4_A3,4.0,SPEAKER_00,0.6000359654426575
prompt2,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,T1_A0,1.0,SPEAKER_01,T4_A6,4.0,SPEAKER_00,0.6522446274757385
prompt2,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,T1_A0,1.0,SPEAKER_01,T5_A5,5.0,SPEAKER_00,0.6418371796607971
prompt2,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,T1_A2,1.0,SPEAKER_01,T5_A9,5.0,SPEAKER_00,0.6529128551483154
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T1_A3,1.0,SPEAKER_01,T3_A4,3.0,SPEAKER_00,0.6741113066673279
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T3_A4,3.0,SPEAKER_00,T4_A0,4.0,SPEAKER_01,0.6461310386657715
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T4_A2,4.0,SPEAKER_01,T6_A0,6.0,SPEAKER_00,0.7888984680175781
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T4_A1,4.0,SPEAKER_01,T6_A3,6.0,SPEAKER_00,0.6796334981918335
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T4_A2,4.0,SPEAKER_01,T6_A4,6.0,SPEAKER_00,0.6777029037475586
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T6_A4,6.0,SPEAKER_00,T10_A0,10.0,SPEAKER_01,0.706319272518158
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T1_A3,1.0,SPEAKER_01,T11_A0,11.0,SPEAKER_00,0.6079380512237549
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T4_A3,4.0,SPEAKER_01,T11_A1,11.0,SPEAKER_00,0.6307992935180664
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T4_A2,4.0,SPEAKER_01,T11_A2,11.0,SPEAKER_00,0.6814315915107727
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T4_A2,4.0,SPEAKER_01,T12_A5,12.0,SPEAKER_00,0.6466020345687866
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T10_A4,10.0,SPEAKER_01,T13_A0,13.0,SPEAKER_00,0.6412308812141418
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T6_A0,6.0,SPEAKER_00,T14_A0,14.0,SPEAKER_01,0.6297480463981628
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T16_A2,16.0,SPEAKER_01,T17_A3,17.0,SPEAKER_00,0.7161214351654053
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T12_A7,12.0,SPEAKER_00,T22_A3,22.0,SPEAKER_01,0.6776278018951416
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T22_A0,22.0,SPEAKER_01,T26_A3,26.0,SPEAKER_00,0.6007704138755798
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T24_A1,24.0,SPEAKER_01,T28_A8,28.0,SPEAKER_00,0.6017667055130005
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T26_A2,26.0,SPEAKER_00,T29_A0,29.0,SPEAKER_01,0.6649620532989502
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T19_A2,19.0,SPEAKER_00,T29_A4,29.0,SPEAKER_01,0.6600210666656494
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T25_A9,25.0,SPEAKER_01,T30_A2,30.0,SPEAKER_00,0.7659063339233398
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T29_A4,29.0,SPEAKER_01,T30_A3,30.0,SPEAKER_00,0.6429641246795654
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T25_A9,25.0,SPEAKER_01,T30_A5,30.0,SPEAKER_00,0.6539427042007446
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T29_A0,29.0,SPEAKER_01,T30_A6,30.0,SPEAKER_00,0.6683415770530701
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T29_A2,29.0,SPEAKER_01,T30_A8,30.0,SPEAKER_00,0.6530789136886597
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T28_A0,28.0,SPEAKER_00,T31_A3,31.0,SPEAKER_01,0.620429277420044
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T22_A0,22.0,SPEAKER_01,T32_A3,32.0,SPEAKER_00,0.605326771736145
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T29_A0,29.0,SPEAKER_01,T33_A3,33.0,SPEAKER_00,0.6096369624137878
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T31_A3,31.0,SPEAKER_01,T35_A0,35.0,SPEAKER_00,0.6131353378295898
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T36_A1,36.0,SPEAKER_01,T37_A3,37.0,SPEAKER_00,0.6100892424583435
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T36_A4,36.0,SPEAKER_01,T38_A2,38.0,SPEAKER_00,0.6306506395339966
prompt2,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,T39_A1,39.0,SPEAKER_01,T40_A4,40.0,SPEAKER_00,0.65921550989151
prompt2,The_potential_of_AI_in_healthcare_014edaaac0,T1_A2,1.0,SPEAKER_00,T2_A2,2.0,SPEAKER_01,0.621612548828125
prompt2,The_potential_of_AI_in_healthcare_014edaaac0,T1_A2,1.0,SPEAKER_00,T7_A2,7.0,SPEAKER_01,0.6339499950408936
prompt2,What_history_can_teach_us_about_the_future_of_AI_de90e4fe5f,T1_A0,1.0,SPEAKER_00,T3_A3,3.0,SPEAKER_01,0.6714003086090088
prompt2,What_history_can_teach_us_about_the_future_of_AI_de90e4fe5f,T1_A0,1.0,SPEAKER_00,T4_A1,4.0,SPEAKER_01,0.621967077255249
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T1_A3,1.0,SPEAKER_00,T3_A2,3.0,SPEAKER_01,0.7634609341621399
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T1_A3,1.0,SPEAKER_00,T5_A2,5.0,SPEAKER_01,0.6099575757980347
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T4_A0,4.0,SPEAKER_00,T5_A3,5.0,SPEAKER_01,0.6817511320114136
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T5_A4,5.0,SPEAKER_01,T6_A4,6.0,SPEAKER_00,0.623483419418335
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T6_A3,6.0,SPEAKER_00,T7_A0,7.0,SPEAKER_01,0.7085130214691162
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T6_A3,6.0,SPEAKER_00,T7_A1,7.0,SPEAKER_01,0.6543852090835571
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T5_A6,5.0,SPEAKER_01,T9_A2,9.0,SPEAKER_00,0.656952440738678
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T6_A3,6.0,SPEAKER_00,T10_A0,10.0,SPEAKER_01,0.7718915939331055
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T10_A0,10.0,SPEAKER_01,T11_A1,11.0,SPEAKER_00,0.603692889213562
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T7_A1,7.0,SPEAKER_01,T11_A3,11.0,SPEAKER_00,0.6676234602928162
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T6_A2,6.0,SPEAKER_00,T12_A3,12.0,SPEAKER_01,0.6010362505912781
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T5_A6,5.0,SPEAKER_01,T13_A2,13.0,SPEAKER_00,0.6262778043746948
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T6_A4,6.0,SPEAKER_00,T14_A1,14.0,SPEAKER_01,0.6132214069366455
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,T12_A8,12.0,SPEAKER_01,T15_A0,15.0,SPEAKER_00,0.6182636022567749
prompt3,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,T1_A6,1.0,SPEAKER_01,T2_A3,2.0,SPEAKER_00,0.6729084253311157
prompt3,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,T1_A4,1.0,SPEAKER_00,T2_A7,2.0,SPEAKER_01,0.6400865316390991
prompt3,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,T2_A8,2.0,SPEAKER_01,T3_A6,3.0,SPEAKER_00,0.6478984355926514
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T2_A0,2.0,SPEAKER_00,T3_A8,3.0,SPEAKER_01,0.6210409998893738
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T2_A2,2.0,SPEAKER_00,T3_A9,3.0,SPEAKER_01,0.6035237312316895
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T3_A5,3.0,SPEAKER_01,T4_A2,4.0,SPEAKER_00,0.6968362927436829
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T5_A5,5.0,SPEAKER_01,T6_A0,6.0,SPEAKER_00,0.6193565130233765
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T5_A5,5.0,SPEAKER_01,T6_A2,6.0,SPEAKER_00,0.6796695590019226
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T4_A0,4.0,SPEAKER_00,T8_A0,8.0,SPEAKER_01,0.6745541095733643
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T2_A0,2.0,SPEAKER_00,T8_A2,8.0,SPEAKER_01,0.618593692779541
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T7_A2,7.0,SPEAKER_01,T9_A2,9.0,SPEAKER_00,0.6314650774002075
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T11_A4,11.0,SPEAKER_01,T12_A1,12.0,SPEAKER_00,0.6009940505027771
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T7_A2,7.0,SPEAKER_01,T12_A4,12.0,SPEAKER_00,0.684869647026062
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T12_A4,12.0,SPEAKER_00,T13_A2,13.0,SPEAKER_01,0.7130414843559265
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T5_A3,5.0,SPEAKER_01,T14_A0,14.0,SPEAKER_00,0.7584423422813416
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T14_A5,14.0,SPEAKER_00,T15_A2,15.0,SPEAKER_01,0.6158468723297119
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T14_A0,14.0,SPEAKER_00,T15_A3,15.0,SPEAKER_01,0.6827095150947571
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T15_A1,15.0,SPEAKER_01,T16_A5,16.0,SPEAKER_00,0.8195953369140625
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,T10_A4,10.0,SPEAKER_00,T17_A3,17.0,SPEAKER_01,0.6446930766105652
prompt3,Augmented_Intelligence_with_AI_in_Manufacturing__846df0f35c,T2_A2,2.0,SPEAKER_01,T11_A4,11.0,SPEAKER_00,0.6150686740875244
prompt3,Cloudpick_AI-Powered_Autonomous_Retail_Store_Sol_10160c6c52,T5_A1,5.0,SPEAKER_02,T6_A3,6.0,SPEAKER_03,0.6400957703590393
prompt3,Cloudpick_AI-Powered_Autonomous_Retail_Store_Sol_10160c6c52,T5_A0,5.0,SPEAKER_02,T11_A0,11.0,SPEAKER_03,0.6089321374893188
prompt3,Cloudpick_AI-Powered_Autonomous_Retail_Store_Sol_10160c6c52,T5_A0,5.0,SPEAKER_02,T11_A2,11.0,SPEAKER_03,0.6166921257972717
prompt3,Cloudpick_AI-Powered_Autonomous_Retail_Store_Sol_10160c6c52,T2_A3,2.0,SPEAKER_02,T11_A4,11.0,SPEAKER_03,0.6543939113616943
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T1_A6,1.0,SPEAKER_00,T5_A1,5.0,SPEAKER_01,0.6435420513153076
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T1_A5,1.0,SPEAKER_00,T7_A5,7.0,SPEAKER_01,0.6240077614784241
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T2_A1,2.0,SPEAKER_00,T11_A5,11.0,SPEAKER_01,0.6230499744415283
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T4_A3,4.0,SPEAKER_01,T12_A3,12.0,SPEAKER_00,0.744847297668457
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T13_A9,13.0,SPEAKER_01,T14_A1,14.0,SPEAKER_00,0.6053633689880371
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T11_A3,11.0,SPEAKER_01,T14_A2,14.0,SPEAKER_00,0.672386884689331
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T8_A4,8.0,SPEAKER_01,T14_A4,14.0,SPEAKER_00,0.6709892749786377
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T9_A5,9.0,SPEAKER_01,T14_A5,14.0,SPEAKER_00,0.6020904779434204
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T21_A1,21.0,SPEAKER_00,T22_A5,22.0,SPEAKER_01,0.6224213242530823
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T14_A2,14.0,SPEAKER_00,T24_A2,24.0,SPEAKER_01,0.7086617946624756
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T24_A2,24.0,SPEAKER_01,T27_A0,27.0,SPEAKER_00,0.6028481721878052
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T27_A2,27.0,SPEAKER_00,T28_A4,28.0,SPEAKER_01,0.792495846748352
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T25_A3,25.0,SPEAKER_00,T28_A7,28.0,SPEAKER_01,0.6111540198326111
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T29_A0,29.0,SPEAKER_01,T31_A1,31.0,SPEAKER_00,0.7269623875617981
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T31_A0,31.0,SPEAKER_00,T32_A0,32.0,SPEAKER_01,0.6020560264587402
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T23_A0,23.0,SPEAKER_00,T32_A3,32.0,SPEAKER_01,0.7463418245315552
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T33_A2,33.0,SPEAKER_01,T34_A0,34.0,SPEAKER_00,0.7382835745811462
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T32_A3,32.0,SPEAKER_01,T34_A1,34.0,SPEAKER_00,0.6964915990829468
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T33_A7,33.0,SPEAKER_01,T34_A2,34.0,SPEAKER_00,0.6947097778320312
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T25_A1,25.0,SPEAKER_00,T35_A5,35.0,SPEAKER_01,0.6420028209686279
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T34_A0,34.0,SPEAKER_00,T35_A8,35.0,SPEAKER_01,0.7135136127471924
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T33_A2,33.0,SPEAKER_01,T37_A0,37.0,SPEAKER_00,0.681961715221405
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T33_A2,33.0,SPEAKER_01,T37_A1,37.0,SPEAKER_00,0.8432924151420593
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T33_A0,33.0,SPEAKER_01,T37_A2,37.0,SPEAKER_00,0.6024365425109863
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T36_A3,36.0,SPEAKER_01,T37_A3,37.0,SPEAKER_00,0.6520113348960876
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T28_A1,28.0,SPEAKER_01,T37_A4,37.0,SPEAKER_00,0.7545512914657593
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T28_A5,28.0,SPEAKER_01,T37_A5,37.0,SPEAKER_00,0.6875448822975159
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T28_A7,28.0,SPEAKER_01,T37_A6,37.0,SPEAKER_00,0.6519326567649841
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T37_A4,37.0,SPEAKER_00,T38_A7,38.0,SPEAKER_01,0.6357739567756653
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T33_A9,33.0,SPEAKER_01,T39_A0,39.0,SPEAKER_00,0.7229623794555664
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T36_A3,36.0,SPEAKER_01,T39_A5,39.0,SPEAKER_00,0.6831988096237183
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T32_A3,32.0,SPEAKER_01,T39_A6,39.0,SPEAKER_00,0.8046431541442871
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T39_A1,39.0,SPEAKER_00,T40_A6,40.0,SPEAKER_01,0.7255622148513794
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T37_A4,37.0,SPEAKER_00,T40_A7,40.0,SPEAKER_01,0.7441178560256958
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T41_A1,41.0,SPEAKER_00,T42_A4,42.0,SPEAKER_01,0.6133301854133606
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T41_A2,41.0,SPEAKER_00,T42_A5,42.0,SPEAKER_01,0.6163989305496216
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T34_A1,34.0,SPEAKER_00,T42_A8,42.0,SPEAKER_01,0.6009591221809387
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T37_A4,37.0,SPEAKER_00,T44_A3,44.0,SPEAKER_01,0.7412168979644775
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T34_A2,34.0,SPEAKER_00,T44_A4,44.0,SPEAKER_01,0.790224015712738
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T41_A1,41.0,SPEAKER_00,T44_A6,44.0,SPEAKER_01,0.6371458172798157
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T39_A6,39.0,SPEAKER_00,T44_A7,44.0,SPEAKER_01,0.6198489665985107
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T42_A7,42.0,SPEAKER_01,T45_A1,45.0,SPEAKER_00,0.6321935653686523
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T42_A4,42.0,SPEAKER_01,T45_A3,45.0,SPEAKER_00,0.6169400811195374
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T44_A3,44.0,SPEAKER_01,T45_A4,45.0,SPEAKER_00,0.7534744739532471
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T42_A6,42.0,SPEAKER_01,T45_A6,45.0,SPEAKER_00,0.6629575490951538
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T39_A1,39.0,SPEAKER_00,T46_A4,46.0,SPEAKER_01,0.6492124795913696
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T37_A0,37.0,SPEAKER_00,T46_A9,46.0,SPEAKER_01,0.6100345849990845
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T42_A5,42.0,SPEAKER_01,T47_A3,47.0,SPEAKER_00,0.7878448963165283
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T42_A4,42.0,SPEAKER_01,T47_A4,47.0,SPEAKER_00,0.7865946292877197
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T45_A5,45.0,SPEAKER_00,T48_A0,48.0,SPEAKER_01,0.6196372509002686
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T45_A6,45.0,SPEAKER_00,T48_A6,48.0,SPEAKER_01,0.6644821166992188
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T42_A8,42.0,SPEAKER_01,T49_A3,49.0,SPEAKER_00,0.6417104005813599
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T48_A7,48.0,SPEAKER_01,T51_A3,51.0,SPEAKER_00,0.6679308414459229
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T53_A0,53.0,SPEAKER_00,T55_A1,55.0,SPEAKER_01,0.6023210287094116
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T49_A1,49.0,SPEAKER_00,T56_A5,56.0,SPEAKER_01,0.6980842351913452
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T51_A0,51.0,SPEAKER_00,T58_A0,58.0,SPEAKER_01,0.6686517000198364
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T57_A1,57.0,SPEAKER_00,T58_A3,58.0,SPEAKER_01,0.692477822303772
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T49_A1,49.0,SPEAKER_00,T59_A6,59.0,SPEAKER_01,0.6695321798324585
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T51_A2,51.0,SPEAKER_00,T61_A7,61.0,SPEAKER_01,0.647680401802063
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T56_A5,56.0,SPEAKER_01,T64_A7,64.0,SPEAKER_00,0.6085171699523926
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T65_A4,65.0,SPEAKER_01,T66_A3,66.0,SPEAKER_00,0.6337277889251709
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T59_A6,59.0,SPEAKER_01,T66_A4,66.0,SPEAKER_00,0.6838656663894653
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T61_A7,61.0,SPEAKER_01,T68_A0,68.0,SPEAKER_00,0.7224947214126587
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,T61_A7,61.0,SPEAKER_01,T68_A4,68.0,SPEAKER_00,0.6648926734924316
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T1_A4,1.0,SPEAKER_02,T2_A0,2.0,SPEAKER_01,0.627490222454071
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T1_A0,1.0,SPEAKER_02,T2_A2,2.0,SPEAKER_01,0.6695759296417236
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T1_A3,1.0,SPEAKER_02,T3_A0,3.0,SPEAKER_01,0.6022248268127441
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T1_A8,1.0,SPEAKER_02,T3_A8,3.0,SPEAKER_01,0.6734364628791809
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T1_A0,1.0,SPEAKER_02,T5_A0,5.0,SPEAKER_01,0.6057670712471008
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T3_A0,3.0,SPEAKER_01,T9_A0,9.0,SPEAKER_02,0.8371054530143738
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T3_A8,3.0,SPEAKER_01,T9_A5,9.0,SPEAKER_02,0.8646359443664551
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T9_A0,9.0,SPEAKER_02,T10_A2,10.0,SPEAKER_01,0.8582556247711182
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T9_A4,9.0,SPEAKER_02,T10_A4,10.0,SPEAKER_01,0.688144326210022
prompt3,Hard_Talk_HR_-_How_AI_Can_Help_Build_a_High-Perf_10644229d9,T4_A4,4.0,SPEAKER_02,T12_A3,12.0,SPEAKER_01,0.6083635091781616
