category,episode_id,trigger_turn_idx,trigger_type,assumption_count,duration_sec,next_turn_latency_sec,repair_event_count,challenge_event_count,continuation_event_count,support_marker_count,topic_shift_indicator,silence_void_outcome,cascade_duration_sec,observation_horizon_sec,followup_turns_observed,exit_move,trigger_text
business,Augmented_Intelligence_with_AI_in_Manufacturing_-_Paul_Boris,2,over_info,5,59.32,32.608380140421275,0,0,3,0,0,1,0.0,180.0,3,,"you there. - Yeah, great having you here. So Paul, I'm really excited to be speaking to you today. IoT deployments have gone up year over year with a projected number of 20.4 bi..."
business,Auth0_Extensibility_in_Identity,5,over_info,5,61.93999999999999,0.36000000000001364,0,0,0,0,1,1,0.0,35.73000000000002,1,Topic Shift,"geometry? Computational geometry is that part of computer science that deals with using geometry for specific tasks. In particular, in my case, it was for representing Terrence...."
business,Auth0_Extensibility_in_Identity,12,over_info,5,61.2,0.0,0,0,1,0,0,1,0.0,180.0,1,,", I think that's great and I think you really unpacked a lot of why digital identity is the critical fabric of the modern enterprise, I guess, for lack of a better term. You've..."
business,Author_of_Entrepreneurial_Leadership_and_Chairman_of_JetBlue_Airways_-_Joel_Peterson,48,over_info,5,58.86,0.0,0,0,0,0,1,1,0.0,35.40000000000009,1,Topic Shift,think they're kind of two things. One is start with humility and realize that you probably aren't as trustworthy as you think you are. There's a point in time where you might do...
business,Autonomous_vehicle_technology_in_the_trucking_industry_-__FWLive___Home,1,over_info,5,66.66,0.9199999999999875,0,0,3,0,0,1,0.0,180.0,3,,"this time, the J-side Pidnéic, products lead at Waymo via a joint. Jase, thanks so much for being here. Thanks for having me, JP, really excited about the conversation. Yeah, so..."
business,B2B_Demand_Generation_for_Science_Companies,31,over_info,5,70.96,0.8300000000001546,1,0,3,0,1,0,38.07999999999993,105.63999999999987,5,Topic Shift,"question. I don't get anything. I try and remove all friction because in content marketing, you have to decide what your goal is. I posted about this today. Is your goal to coll..."
business,BE_Coachable_Caylee_Auge_Interview,14,over_info,4,61.52037190742219,57.97636870632846,0,0,0,0,0,1,0.0,57.97636870632846,0,,"Yeah . Oh my gosh, so good. Wow. Okay. So I'm going to talk about this. I put down in order to be a great leader, you have to be coachable. So I put step one and kind of going b..."
business,BGBS_025__Alec_Stern___Constant_Contact___I_m_Not_a_Quitter,20,over_info,4,109.25,0.849999999999909,2,0,2,0,0,0,132.2900000000002,180.0,4,,"you? - Yeah, sorry. It's interesting 'cause I saw how hard my dad worked. And he wasn't really present in the family. And I thought to myself, I don't wanna go into business bec..."
business,BGBS_025__Alec_Stern___Constant_Contact___I_m_Not_a_Quitter,36,over_info,0,70.4477244274247,36.67609314792844,1,0,2,0,0,0,36.67609314792844,180.0,3,,"? - Yeah. So, I mean, having started several companies, I'll answer that broader than even constant contact because I mean, there's no question of the peaks and valleys and thos..."
business,BOF_13__Being_A_Great_Father_With_Sherman_Merricks,19,over_info,4,67.47,0.6900000000001683,0,0,0,0,1,1,0.0,22.83000000000004,1,Topic Shift,"Yeah. So I think the biggest challenge is going to be between their ears, right? Like, it's really going to be an internal challenge, because, for instance, one of my businesses..."
business,BONUS_EPISODE_Fathers_Day_with_Gary_Wilson,60,over_info,5,75.43,7.342846715328278,5,0,3,0,0,0,83.93999999999983,107.80066419141895,8,,"Whoa, that is a great question. - Okay. - There was obviously a strand of several small events, but I think the one moment where I knew that I had to do it was after school one..."
business,Back_To_Basics_Ep._39,13,over_info,5,107.23000000000002,13.68454466908588,1,0,1,0,0,0,13.68454466908588,180.0,2,,"a little bit too early to tell. We just don't know yet who's going to become available, who's going to get called back and who doesn't, which industries provide the most potenti..."
business,Barley_Snyder_COVID-19_Legal_Update_-_Episode_5,17,over_info,5,53.31,1.0399999999999636,4,0,4,0,0,0,148.90999999999997,180.0,8,,"Yes, in March, the EEOC, the Equal Employment Opportunity Commission confirmed that the COVID-19 pandemic meets the direct threat standard for employee medical examinations and..."
business,Barry_Hearn__legendary_sports_promoter_and_founder_of_Matchroom_Sport,27,over_info,0,62.15665409482759,25.92173189584196,0,0,0,0,0,1,0.0,87.38074751238582,1,,"for both of us, I think the winner of Fury and Joshua, and the loser of Fury and Joshua, are both going to be major players on the world stage after that fight. Let's just say,..."
business,Becoming_a_Professional_Speaker_is_Easier_than_You_Think_with_Grant_Baldwin,14,over_info,5,95.41999999999999,3.9518525150577943,0,0,2,1,0,1,0.0,180.0,3,,"It's interesting that we don't take that mentality to anything else we do in life. I mean, most of us who a lot of people who are wanting to be a speaker have a different career..."
business,Becoming_a_Professional_Speaker_is_Easier_than_You_Think_with_Grant_Baldwin,25,over_info,5,61.55,14.437394174757173,1,0,3,0,0,0,88.04581701346387,180.0,4,,"me give an example to that. Cause like at the time of this recording, we are kind of, we're still in this, this weird COVID world. And who knows how long we're going to be here...."
business,Behind_the_Buyouts__Steen_Brings_the_Farmer_s_Voice_to_VC,9,over_info,5,63.78,0.0,2,0,2,0,0,0,89.63999999999999,180.0,4,,"Yeah, the team has worked really hard to earn the reputation of being an investor that has been able to balance the needs of the corporate side of venture capital. It's called c..."
business,Behind_the_Mic_with_Emerald_GreenForest__Prospering_from_Podcasting___Success_in_Selling_a_Podcast,39,over_info,5,63.39,0.0,1,0,1,0,0,0,0.001,180.0,4,,"So right now, wickedly smart women, as soon as I'm finished with the transfer of men on purpose podcast, I'm going to kind of double down on my focus on wickedly smart women and..."
business,Behind_the_Scenes_of_Writing_and_Publishing_a_Book_with_Robyn_Goldberg,17,over_info,0,139.07,0.0,2,0,2,0,0,0,90.3599999999999,180.0,6,,"? So yeah, so the company I used is actually in Georgia. And so another colleague had told me, you know, she had had a positive experience with them and so I had a lot of calls..."
business,Ben_Liebmann_-_COO__restaurant_noma_-_Copenhagen,5,over_info,5,65.87,0.0,0,0,0,0,1,1,0.0,12.88000000000001,1,Topic Shift,"Yeah, well, I mean, as you said, my business card says Chief Operating Officer of Restaurant Noma. A restaurant founded on Copenhagen, Harbour 15 years ago now, but as my parent..."
business,BioCODE_2-in-1_nano-sensor_to_determine_disease_risk_in_patients,6,over_info,5,52.56,,0,0,0,0,0,1,0.0,0.0,0,,"Absolutely, we think there is a real niche and a great need for such a risk determination. If we just look at current fatalities during this time of this interview, this 10 minu..."
business,Biomimicry__Design_for_Sustainability_Inspired_by_Nature._Interview_with_Ricardo_Contreras_Osorio,5,over_info,5,61.66,0.0,2,0,4,0,0,0,67.62,180.0,6,,"- Like a camelion, exactly. So, that's mimicry. So, this idea of get fascinated with your surroundings, right, and in biology, this effect of mimicry or mimicking, I guess, with..."
business,Blending_your_online_sessions_with_Patti_Shank,3,over_info,5,61.56,0.0,1,0,3,0,0,0,155.68999999999997,180.0,6,,? - What I'd like to do first is kind of define that and the kind of the central theme in research is combining classroom with digital. But I think it's too small and some of th...
business,Boise_Business_Podcast_-_Episode_8,13,over_info,5,52.48,0.0,1,1,5,0,0,0,151.76999999999998,176.16999999999996,8,,"Well, when you have a business, the more times people, potential customers, potential referrals, see you in a way that isn't just about the money, but it's about engagement over..."
business,Boise_Business_Podcast_-_Episode_8,17,over_info,5,53.87,1.9200000000000728,1,0,5,1,0,0,1.9200000000000728,63.450000000000045,8,,"community? - It's, you know, life is all about relationships. It's all about, you know, finding things that are valuable in everybody. You know, this morning I had a rather diff..."
business,Bold_new_leadership_supporting_the_National_Housing_Strategy__with_Julia_Deans__Habitat_for_Humanity_Canada_President___CEO,11,over_info,5,62.04,0.0,1,0,3,0,0,0,84.07999999999987,180.0,4,,"For me, it's actually made even more urgent and heavy the priority of doing more to solve affordable housing issues for people living in our country. We are in a position where..."
business,Bold_new_leadership_supporting_the_National_Housing_Strategy__with_Julia_Deans__Habitat_for_Humanity_Canada_President___CEO,25,over_info,5,57.11,5.165007513148112,0,0,6,0,0,1,0.0,180.0,6,,Well you know at the very least we're looking at homes as we always have which is that safe and secure and affordable place to live and be secure with your family. But now we kn...
business,Bonus_Episode__Worksite_Compliance_in_the_Time_of_COVID-19,8,over_info,5,87.2,0.0,1,0,1,0,0,0,0.001,180.0,2,,"so that's a great question. So if we look at the text of the actual announcement on March 20th, when you start reading the announcement, the whole intro basically says that this..."
business,Bonus_Episode__Worksite_Compliance_in_the_Time_of_COVID-19,21,over_info,5,83.28,133.26208271051314,0,0,0,0,0,1,0.0,133.26208271051314,0,,"USCIS is not exactly in the 21st century, but that's a webinar for another day. So I think we would be partial towards video. I would have concerns about security with regards t..."
business,Bonus__Fostering_Innovation_Within_Security,3,over_info,5,63.78,5.762128090798569,0,0,3,0,0,1,0.0,180.0,4,,"is. >> So, exactly, when you talk about invention, right? So if we look at traders, and if we look at the Magos, actually in our corporate logo, if you go to our website, you'll..."
business,Boost_your_immunity___prevent_chronic_health_conditions_with_Kelly_Prosser,11,over_info,5,67.02,0.0,2,0,3,0,0,0,174.47931439764932,180.0,7,,"is correct, yeah. So, if we think about what the future of health looks like, it's being able to assess on the spot, and very simply, how a person's body is right now, and what..."
business,Boss_Pod_EP06_x_Miss_Mary_Lu,41,over_info,5,56.97220048163757,5.924295605057068,1,0,3,0,0,0,5.924295605057068,180.0,4,,algorithm is an interesting thing because it's not created by just one person it's like it like it's completely mechanical but then it's also monitored by just like a large numb...
business,Bosses_Rebuilding__Zespri_s_Dan_Mathieson,13,over_info,5,59.15,0.4200000000000159,0,1,1,0,1,0,0.4200000000000159,53.05000000000001,3,Topic Shift,"next season? Yeah, I wanted to call out actually to the communities that have supported us just in the last little while. We've had a lot of Kiwis come in from other less fortun..."
business,Breaking_Into_the_Federal_Market_Part_2,5,over_info,5,79.45,0.34000000000003183,0,1,1,0,0,0,116.64999999999998,180.0,2,,"Absolutely. So anything underneath, like, up into the simplified acquisition threshold, it's actually required. It should be set aside for a small business. And our small busine..."
business,Brett_Dyason__Co_Founder___CEO_of_Hepstar_-_All_things_FinTech__scaling_a_business__and_tips_working_with_remote_teams,13,over_info,5,91.06999999999998,0.6300000000001091,2,1,3,0,0,0,142.87,180.0,6,,"? So for an example, if you've got a very complicated product that is not self-sustaining on a technology basis-- so in other words, the technology doesn't work on its own. It r..."
business,Brian_Shannon_-_The_psychology_behind_technical_analysis___why__Only_price_pays,51,over_info,5,76.74,0.0,2,0,2,0,0,0,54.9699999999998,180.0,4,,for determining a stop what I tend to look at and if I can actually back up to the prior question about what are tools do I use it's price multiple time frames anchored volume w...
business,Brian_Shannon_-_The_psychology_behind_technical_analysis___why__Only_price_pays,61,over_info,5,54.4,0.8200000000001637,2,0,3,0,0,0,33.69999999999982,180.0,5,,or generally it's not the only time that I do that is if I think that a stock is I think a lot of times there'll be a stock where I can't really figure out the exact trigger for...
business,Bridging_the_Gap__Recruiting_the_Right_Skill_Set_-_Lecture_3,5,over_info,5,56.3,0.710000000000008,3,0,2,0,0,0,146.64,180.0,5,,". The reason that is, is there's a tactical component to procurement, right? It's your POs, it's your following up on getting your goods or services. There's a tactical componen..."
business,Buckle_Up_New_AI_Data_Suggests_Cases_Will_Continue_to_Rise_in_the_Coming_Months,1,over_info,5,75.63,1.0200000000000102,1,0,1,0,0,0,1.0200000000000102,180.0,2,,"Yeah, I think the first big talk here really is what do we even mean by the second wave, right? How do we mathematically quantify a second wave? And I'm not so sure there are an..."
business,Build_Your_Own_Future_With_Or_Without_The_Establishment,15,over_info,0,130.81,0.0,1,0,2,0,1,0,119.56000000000006,180.0,4,Topic Shift,doing that. I mean listen I mean you know I've gotten to where I've gotten it's taking me 25 years to do so. In the beginning honestly being as prolific as you can be understand...
business,Building_A_Local_Client_Base_for_Videography_with_MAR,41,over_info,0,113.52,1.5961923847689832,1,0,0,0,0,0,1.5961923847689832,94.28555370171352,1,,". Yeah, your support system, they're like-minded. Exactly. They'll tell you the real stuff, like, ""Hey, you know what? Your last video didn't do so good. And you've learned to n..."
business,Building_Character_and_Way_of_Being_-_the_Path_to_Authenticity__with_Marc_Lesser,22,over_info,5,88.0,0.34999999999990905,1,0,3,0,0,0,116.0799999999997,180.0,4,,"that you should bring up that practice in what's happening now, right? It's pretty amazing that people have figured out that the way to keep people healthy is that we have to de..."
business,Building_a_Culture-First_Company__Steve_Schwartz__founder_of_The_Art_of_Tea,23,over_info,5,176.78,0.7799999999999727,3,0,2,0,0,0,178.77999999999997,180.0,5,,"- Multiple times. But I think each one has been, and I'm a huge fan of Ray Dalio, right? So the way he sort of paints each challenge as an opportunity to reflect and pivot and t..."
business,Building_a_Culture_of_Great_Teammates_-_TTST_Interview_with_Sean_Glaze_from_Great_Results_Training,12,over_info,5,61.29,0.0,0,0,2,0,0,1,0.0,180.0,4,,opinion? I think a great coach hopefully because there are a lot of different exes and o's in the world. There are a lot of different ways you can go about strategy. What I foun...
business,Building_a_Lifestyle_Brand_Early_with_Austin_Welch,17,over_info,5,58.0,0.0,1,0,1,0,0,0,0.001,74.28999999999996,3,Stonewalling / Non-Response,"about that? Definitely. So yeah, I started this sophomore year and also when I started sophomore year, I didn't start it with the mindset of really turning it into a business. I..."
business,Building_a_Lifestyle_Brand_Early_with_Austin_Welch,19,over_info,5,56.98,0.25,0,0,0,0,0,1,0.0,0.6899999999999409,1,Stonewalling / Non-Response,"Yeah, that's a good question. So actually we've been strictly, we were strictly word of mouth for a long time. We're selling shirts for a little over a year before I even starte..."
business,Building_an_intelligent__efficient__and_scalable_fleet_with_mobile_technology_-__FWLive__Home,9,over_info,5,65.14,0.36000000000001364,0,0,4,0,0,1,0.0,180.0,4,,"That's absolutely correct. And then of course, if you're looking out along the spectrum, the airline industry, for example, has been way out in front in terms of utilizing diffe..."
business,Business_Of_Sport_Podcast_-_Insights_From_The_Football_Industry_-_Pavel_Klymenko,21,over_info,5,104.73999999999998,0.0,2,0,2,0,0,0,59.180000000000064,180.0,4,,"'ve seen similar change in several European countries, but I think in the UK it's especially visible where the UK went from the far right in football being, indeed the central p..."
business,Business_Of_Sport_Podcast_-_Insights_From_The_Football_Industry_-_Pavel_Klymenko,23,over_info,5,52.39,0.0,1,0,1,0,0,0,0.001,155.86117346938772,2,,", yes, education is always central to curbing discriminatory behaviour, but in order to educate, you need to have people who are ready to be educated, let's say. When you have e..."
business,Business_Of_Sport_Podcast_-_Insights_From_The_Football_Industry_-_Pavel_Klymenko,41,over_info,5,87.98,1.8399999999996908,0,0,3,0,0,1,0.0,176.55794363130508,3,,it might be you know a somewhat banal and to name Germany but this is the first example that comes to mind when we talk about tackling the issues inside the stadium issues of di...
business,Business_benefits_of_functional_programming_and_how_to_make_it_work_for_your_company,3,over_info,5,60.16,1.0900000000000034,1,0,0,0,0,0,1.0900000000000034,42.66,2,Stonewalling / Non-Response,", that's a very good point and like several years ago you could really say it is like exotic and like nobody does it for business. People are just doing it for fun, but these da..."
business,COVID-19_Edition__20_-_Tim_Sheehy_-_Impact_on_Milwaukee_Businesses,15,over_info,5,65.24,0.6900000000000546,0,0,2,0,1,1,0.0,156.67000000000007,3,Topic Shift,. No we haven't and again if you look at the guidelines especially in the city Milwaukee it's going to be a while before gatherings of more than 50 people are going to come back...
business,COVID-19_Employer_Reopening_Compliance_Challenges,5,over_info,5,58.83,0.8900000000000432,0,0,1,0,1,1,0.0,53.5416595744681,3,Topic Shift,"laws? That's a really good question. What I would advise is to be prepared to accommodate, but don't discriminate. In other words, you don't want to assume that someone does not..."
business,COVID-19_Management_Podcast_-_Episode_3,19,over_info,5,59.3,7.0431763736610264,0,0,2,0,0,1,0.0,180.0,2,,"- It is, it is. And I would be saying that to people carefully at the moment, because in terms of us saying, oh well, let's put things into perspective. We are gonna, in the con..."
business,COVID-19_Turned_This_Founder_Into_A__War-Time__Leader,25,over_info,5,59.28,1.099999999999909,0,0,0,0,0,1,0.0,1.2899999999999636,1,Stonewalling / Non-Response,"Yeah, good question, we stopped everything, I guess there's two senses, the revenue stopped, so we stopped seeing ticket sales, right? Because the global pandemic, uncertainty,..."
business,COVID-19__John_DeLozier__Senior_VP_Global_Channel._8x8,5,over_info,5,56.71,0.1412822517591792,3,0,3,0,0,0,135.78,180.0,6,,"? - Yeah, we are. It's across all sectors, across all verticals, across all horizontals, whether it's small business, enterprise, et cetera. We think that we think again, with t..."
business,COVID-19__Privacy__Security_Concerns_as_Businesses_Reopen,1,over_info,5,135.96,0.0,1,0,1,0,0,0,0.001,180.0,2,,seems to be some urban myths that are being proliferated right now about how HIPAA may or may not apply in these situations. I think you're exactly right on in the way that you...
business,COVID-19__Ten_Considerations_for_Easing_Lockdowns_and_Re-opening,11,over_info,5,83.12,1.1368683772161603e-13,1,0,1,0,0,0,0.001,180.0,2,,"Again, these redesigns are all sort of interrelated to one another pretty tightly. But the proponents of maintaining lockdowns are saying the restrictions can and must be re-int..."
business,COVID-19___the_Future_of_Health_Data__with_Mona_Sloane,35,over_info,5,114.88,0.0,1,0,1,0,0,0,0.001,180.0,3,,", so I would actually agree and I think the point where I just talking about before when you asked the question, ""Oh, isn't that? Should we accept a little privacy and vision fo..."
business,CalHFA_FHA_Home_Loan_Down_Payment_Asst_program,45,over_info,5,58.48,0.0,2,2,3,0,0,0,38.42000000000007,43.66000000000008,8,,"- Yeah, so we calculate it off of the total. So it's your base, plus your upfront mortgage insurance premium. That's your total, right? And that's how we calculate the amount of..."
business,Calling_All_Innovators__Andrew_McCormack_of_BIS_on_the_First_G20_Global_Regulatory_Techsprint_--_Deadline_May_27,9,over_info,5,55.690000000000005,32.953355230452416,0,0,1,0,0,1,0.0,180.0,1,,". That's amazing. A really global lineup. I'm glad you mentioned the FCA, the Financial Conduct Authority in the UK, who, as you say, invented this hackathon model for solving r..."
business,Can_You_Be_Picky_Before_Accepting_That_New_Job,4,over_info,5,80.23,0.0,1,0,2,0,0,0,118.43,180.0,3,,"think those are really fair points. I've seen a couple companies over the last few years that when they do the annual compensation review for their employees, not only are they..."
business,Can_You_Create_a_Workplace_With_More_Love___Connection__with_Mandy_O_Neill,6,over_info,0,76.24,0.0,0,0,3,0,0,1,0.0,180.0,3,,I hear you and I'm living the same story as you as I'm sure many of our listeners are in terms of really you know some parts of having the challenge and the struggle of families...
business,Canada_Nickel__TSX-V__CNC__-_The_Night_is_Young__And_We_re_Just_Getting_Started,7,over_info,5,52.9,0.0,3,0,3,0,0,0,129.01999999999998,180.0,6,,", yeah I mean nickel projects at the end are to you know to build a nickel projects a billion dollar capital and you know again When you look at most people in terms of how much..."
business,Canada_Nickel__TSX-V__CNC__-_The_Night_is_Young__And_We_re_Just_Getting_Started_2,17,over_info,5,61.08,0.38999999999998636,1,0,2,0,0,0,60.83000000000004,180.0,4,,'s exactly it I would say you know I would say Australian mining companies tend to do it sort of you know They tend to you know build enough resource to get their mind built and...
business,Capturing_Tribal_Knowledge,17,over_info,5,55.22,0.40999999999996817,1,0,1,0,0,0,0.40999999999996817,180.0,2,,"that? - Well, there's always some aspect of that and the way of overcome that is I'm very clear and very visible about being seen out on the floor, asking other people how to do..."
business,Careers_In_Sport_Podcast_-_Lee_Hemmings_-_Managing_Director_-_Player_Lens,21,over_info,5,76.16,0.5199999999999818,3,0,3,0,0,0,151.99,180.0,6,,"what would I say? The first thing I'd say is that you need to be fixed in, I think compared to some other industries, there are, it's a little bit more robust in the communicati..."
business,Carly_Hamilton-Jones,11,over_info,5,69.15428854875283,0.708390022675701,2,0,2,0,0,0,103.58188038670136,180.0,4,,'s easier to do have somebody else help you guide you through this to discern the thoughts that are yours and the ones that are maybe your fear-based thoughts. I was typically k...
business,Catch_Kevin_Perlmutter_on_the_PirateBroadcast,12,over_info,5,59.272261247700285,68.52272222404986,0,0,0,0,0,1,0.0,68.52272222404986,0,,", I think that ties back to the purpose of the company. If your purpose is to make sure that everyone in your environment from the employee to the customer to the end user to an..."
business,Chad_Bartlett_-_From_Mechanic_to_Global_Citizen,16,over_info,5,54.66,0.32000000000005,1,0,2,0,0,0,104.60861252622135,180.0,3,,"Well, that's cool. That's really, really great. I love the idea of a success tax. You know, it's funny and I'm sure because you do trainings as well, I'm sure that you've seen t..."
business,Chad_Livengood_on_WJR__Why_Michigan_auto_insurance_agents_are_selling_extra_liability_coverage_for_new_no-fault_policies,7,over_info,4,66.59,0.0,2,0,2,0,0,0,84.38999999999993,174.5800000000001,5,,"some of the agents I talked to, they've got sort of cheat sheets to show spreadsheets that sort of lay out what PIP covers and Michigan's auto no fault is by and large the golde..."
business,Change_the_World_by_Joining_the_Energy_Sector_-_Tracy_Lothian__SVP__LNG__ExxonMobil,15,over_info,5,55.0,0.0,2,0,2,0,0,0,130.94999999999993,180.0,4,,"a lot of time in that particular challenging period to kind of put in my head down on my own, trying to learn a lot, read a lot, come up to speed with the new set of agreements..."
business,Channel_Happy_Hour_Episode_293,13,over_info,5,72.8,0.0,1,0,3,0,0,0,0.001,180.0,4,,"seems like a really good idea for Microsoft to get involved in securing the Internet of Things because there's so much growth around the Internet of Things, especially when you..."
business,Charley_Joyce_-_Licensed_Clinical_Social_Worker_-_Grief_and_Loss,11,over_info,5,148.83,0.5000000000001137,1,0,2,1,0,0,0.5000000000001137,180.0,4,,"them. Exactly. And again, you're very wise in how you describe that. Really the optimal goal of foster care is that it is that we minimize disrupted attachments for a child as m..."
business,Chief_Sales_and_Success_Officer_at_Slack__Bob_Frati__Exploring_Slacks_Key_Growth_Levers_and_Competition,7,over_info,5,59.9,0.23742684157420513,4,0,2,0,0,0,164.50579550102245,180.0,6,,. That's awesome. The two topics that I wanted to chat with you today are the growth levers at Slack that you guys might be able to pull to take it to the next level of the busi...
business,Chris_Hogan,3,over_info,5,60.62,1.0400000000000205,0,0,0,0,1,1,0.0,17.180000000000007,1,Topic Shift,"that? - I am. I actually, I thought there would be a bigger run on 401K than there have been and that's right now. And this, I think we could, I'd caution too much celebration b..."
business,Chris_Johnstone_Interview_with_Dalia_Barsoum,11,over_info,5,109.03,0.0,1,0,2,1,0,0,8.849999999999966,26.079999999999927,5,Stonewalling / Non-Response,". So when mortgage deferrals came out, um, there was a lot of questions around what they are, how the lenders are doing them, what the payments are going to be. And as time pass..."
business,Chris_Johnstone_Interviews_Nick_L_ecuyer,31,over_info,5,65.2,1.2899999999999636,0,0,2,0,0,1,0.0,86.84999999999991,3,Stonewalling / Non-Response,"think everybody is expecting some sort of dip. Okay. So I think there's three ways to look at it. There's, you know, the U-curve where the bottom is, is wider. The catch basin i..."
business,Christopher_Gulczynski__Tinder__Bumble,33,over_info,5,64.29,0.0,2,0,2,0,0,0,158.08000000000015,180.0,5,,"good question. I think LA has a tremendous one of cool. The thing is Austin. It just kind of depends on what you're looking for. But I feel like with this current situation, eve..."
business,Civil_Engineer_-_Abdul_Muhammad,25,over_info,5,57.4,0.0,1,0,3,0,0,0,0.001,180.0,4,,roles? - It's pretty interesting. You end up writing several answers and it's almost like you do a quiz on yourself before you actually have to answer somebody else's questions...
business,Claus_Jensen__Enterprise_Architect_at_Novozymes,13,over_info,5,63.69,1.1200000000000045,1,0,1,0,0,0,1.1200000000000045,180.0,2,,", I can, when you mentioned that, I was actually just reminded a very specific example, we did this within our enterprise architecture team. At one point, we decided that we wer..."
business,Cloud_Creative_Collection_-_Write_Label_CEO_Gideon_Stein,8,over_info,5,56.57,0.0,1,0,1,0,0,0,128.24,180.0,2,,thing that is really interesting about this is the humanity of it. And what venture fuel spends a lot of time doing is looking at emerging technology and AI and platforms and wa...
business,Coaching_a_6_Figure_Contract_Catering_Firm,35,over_info,5,54.099999999999994,4.1482500000000755,3,0,5,0,0,0,101.76999999999998,112.89999999999998,8,,"So, if the thing is proper margin in things like coffee, it depends what you focus on as well. Coffee is a, you know, that can be a really big seller. The one that we've got, co..."
business,Coaching_a_6_Figure_Contract_Catering_Firm,173,over_info,5,62.39,0.49000000000023647,1,0,1,0,0,0,0.49000000000023647,7.0900000000001455,3,Stonewalling / Non-Response,"The revenue was on the same sort of power as the shop, but we've actually got, but it's got other parts of the business as well where it supplies offshore and in flight, sort of..."
business,Cody_Durakovic-_Diets_end__a_Healthy_Lifestyle_Won_t,12,over_info,5,134.45,4.736409319323911,0,0,4,0,0,1,0.0,180.0,4,,or something. The thing that would limit somebody to progressing is if they had some type of medical issue. I like to use this analogy whenever I'm talking to clients you say th...
business,Command_Your_Presence__EP_Podcast_Interview_with_Kenyetta_Gordon,17,over_info,5,71.94,7.245690607734787,1,0,1,0,0,0,7.245690607734787,180.0,2,,"world? I love thank you for this question. Okay. Sales. Um, oh God, I just lost my train of thought. It's like so much just came through my head real quick, you know, oh, there..."
business,Commodity_markets_in_crisis__What_next_for_large_business_energy_users,13,over_info,0,97.45,0.0,0,0,0,0,0,1,0.0,41.110000000000014,1,,I think the basis here and where I almost came in was that we started before this demand shock and these incredible times we're living through. We started with an oversupply sit...
business,Communicating_Ideas_with_Sergio_Rabiela,13,over_info,5,55.07,0.6400000000000432,3,0,5,0,0,0,133.36000000000007,170.98000000000008,8,,"I think part of that is it's the tools that you use or listening and or watching for cues that you're getting from folks. So, you know, I mentioned you're going to be talking to..."
business,Communication_Superpowers,43,over_info,5,71.27,0.0,1,0,2,0,0,0,29.63000000000011,180.0,4,,"good question, it's certainly want to be aware, and then this comes back to doing research on who you're meeting with or who you're speaking to. If there's something that people..."
business,CommunityZ_Chest_-_Brendan_May__Chairman_Robertsbridge_Group__In_Conversation_With_Michael_Mainelli,5,over_info,5,53.14,1.3799999999999955,1,0,3,0,0,0,155.86,180.0,4,,"It's become very, very scalable, big movements by McDonald's and more and more others. And it's set by the same controversies that it was when I was there. So the problem with a..."
business,Company_Culture_Values,1,over_info,5,55.06,0.0,1,0,1,0,0,0,0.001,180.0,2,,"so we have 15 in total and those are really spread across our different services, BBC, SEO and Web. I have a VP of services. We have an accounts team also, so we have three acco..."
business,Conflicts_of_Interest__Kelly-Ann_McHugh,7,over_info,5,82.47,5.684341886080802e-14,2,0,2,0,0,0,164.20000000000005,180.0,4,,", there were a few different insights. So one area of compliance in this space is around entertainment. So where you might be providing and taking a client out to an event, whet..."
business,Connecting_Patients_with_Providers,11,over_info,5,58.99,0.0,4,0,3,0,0,0,169.7,180.0,7,,"us back a bit. Yeah, certainly. And when I look at hindsight, it seems like it was a straight line, but it certainly wasn't at all. But my background is really at the cross sect..."
business,Conversation_with_Craig_Lazzara__Managing_Director_and_Global_Head_of_Index_Investment_Strategy_at_S_P_Dow_Jones_Indices,3,over_info,5,135.8,7.821361974405818,1,0,1,0,0,0,7.821361974405818,57.329999999999984,2,,"three things are related. They're not the same. And let me try to make the distinction this way. A correlation is well understood, certainly by most investors. And I think of co..."
business,Coping_in_a_Pandemic_for_Graduate_Students,13,over_info,5,54.74,0.0,0,0,1,0,0,1,0.0,131.44000000000005,2,Stonewalling / Non-Response,"? So on the same note of kind of learning yourself and being honest and real and authentic in how you process things during this time, I also want to really just encourage peopl..."
business,Cordelia_Gonzalez_embraces_the_film_and_theatre_profession_and_discusses_make_up_of_tomorrows_stars,11,over_info,5,121.4,10.207720313666982,0,0,2,0,0,1,0.0,180.0,2,,", very challenging, especially theater, which is it live theater is unique in that sense, because you need the presence of the audience, of the actors, you know, it's that excha..."
business,Corey_Weathers_on_Shake_the_Cosmos,31,over_info,5,62.02,1.259999999999991,0,0,0,0,0,1,0.0,32.100000000000136,3,Stonewalling / Non-Response,"Yeah, absolutely. So, you know, at the time that we're recording in this, you know, there's quite a bit of upheaval and turmoil around racism and race relations in the United St..."
business,Coronavirus__Student_Loan_Options,5,over_info,5,137.27,0.4300000000000068,2,1,3,0,0,0,163.29999327505038,180.0,6,,"If you have a private loan, any kind of private loan, and that's basically a loan from a source other than the federal government, then to the extent you are experiencing econom..."
business,Coronavirus_impact_on_auto_insurance_with_J.D._Power,9,over_info,5,59.48783654289136,24.917695568045588,0,0,0,0,0,1,0.0,77.39769556804572,1,Stonewalling / Non-Response,"- Yeah, there's no doubt that we have seen an uptick in consumer interest and willingness to look at UBI-based solutions. If you, you know, I think one of the things to monitor,..."
