category,episode_id,trigger_turn_idx,trigger_type,followup_turn_idx,event_type,move_label,turn_type_label,relative_start_sec,relative_end_sec,gap_from_previous_sec,turn_text
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,37,over_info,38,repair_event,Clarification Request (Specific),Substantive,0.7999999999997272,14.529999999999745,0.7999999999997272,". Yeah, it's really interesting. But from what I heard, then I feel like then you probably also need a physicist in your team to, you know, give you this information. Or did you..."
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,37,over_info,39,continuation_event,Assert / Elaborate,Substantive,14.529999999999745,79.99999999999955,0.0,"So we did not know, but there are some courses online that you can do. And I've done one which is called Earth Observation. So Earth Observation is the, let's say the field in w..."
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,37,over_info,41,continuation_event,Assert / Elaborate,Substantive,100.22999999999979,128.55999999999972,3.599099195710096,". And for us it's super, super important to speak with the forestry engineers, with the GIS experts, with the people who are actually there on the ground because they have the a..."
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,37,over_info,42,repair_event,Clarification Request (Specific),Substantive,128.55999999999972,138.03999999999974,0.0,. And I will go a little bit more into the details of your work now. Can you tell us what tools do you use mostly for your work? So
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,37,over_info,43,continuation_event,Assert / Elaborate,Substantive,138.03999999999974,201.11999999999966,0.0,we are coding in Python mainly. I would say mainly. So Python is a programming language for the backend and the data science part of the project. My use reacts JavaScript when w...
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,39,over_info,41,continuation_event,Assert / Elaborate,Substantive,20.230000000000246,48.56000000000017,3.599099195710096,". And for us it's super, super important to speak with the forestry engineers, with the GIS experts, with the people who are actually there on the ground because they have the a..."
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,39,over_info,42,repair_event,Clarification Request (Specific),Substantive,48.56000000000017,58.04000000000019,0.0,. And I will go a little bit more into the details of your work now. Can you tell us what tools do you use mostly for your work? So
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,39,over_info,43,continuation_event,Assert / Elaborate,Substantive,58.04000000000019,121.12000000000012,0.0,we are coding in Python mainly. I would say mainly. So Python is a programming language for the backend and the data science part of the project. My use reacts JavaScript when w...
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,39,over_info,44,continuation_event,Assert / Elaborate,Disrupted,121.62000000000012,128.1700000000003,0.5,. So many of the tools that are commonly used in the industry. - Yeah. Most of
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,39,over_info,45,continuation_event,Assert / Elaborate,Substantive,132.43420999999967,145.12781999999993,4.264209999999366,the tools which are proven proven to work well in the industry. We are those very small teams. We do not have much time to experiment with which one of these tools would do the...
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,39,over_info,46,repair_event,Clarification Request (Specific),Substantive,149.93000000000006,164.19000000000028,4.802180000000135,". So nearly coming to the end, one of the things that I want to know the most is what is the most exciting thing about what you're doing right now? It could be about nanospares..."
business,7_-_Freelancing_and_starting_your_own_company_with_Katia_Stambolieva,39,over_info,47,continuation_event,Assert / Elaborate,Substantive,164.19000000000028,335.9200000000003,0.0,"Oh, for me, they're almost the same because it's so when you're a freelancer, you're a one-man company. And when you have a company, you have more people that you need to manage..."
business,7_Ways_to_Sabotage_Your_Financial_Future,7,over_info,8,repair_event,Clarification Request (Specific),Substantive,0.001,39.289999999999964,0.0,"a great segue, Josh, into the fourth money mistake that you talk about, which is not having the right savings priorities. And, you know, I know this is something I've personally..."
business,7_Ways_to_Sabotage_Your_Financial_Future,7,over_info,9,continuation_event,Assert / Elaborate,Substantive,47.966994025936174,101.46249890718349,8.67699402593621,". This one is so challenging for parents because it feels like a really noble and important thing to save for our kids' educations. And it is important. But like you said, there..."
business,7_Ways_to_Sabotage_Your_Financial_Future,7,over_info,11,continuation_event,Assert / Elaborate,Substantive,136.76,204.57999999999993,0.0,"sports fans will certainly understand the importance of having a good defense. On the financial planning journey, the saving and investing is typically the more exciting part. B..."
business,7__Kamran_Bokhari_on_the_Evolution_of_Geopolitics__the_Possibility_of_a_New_Caliphate__and_Islam_s_Globalization,15,over_info,16,exit_marker,Topic Shift,Substantive,0.9900000000002365,3.5900000000001455,0.9900000000002365,and for all the listeners. We're trying to think out here. Great
business,7__Kamran_Bokhari_on_the_Evolution_of_Geopolitics__the_Possibility_of_a_New_Caliphate__and_Islam_s_Globalization,21,over_info,23,continuation_event,Assert / Elaborate,Substantive,23.949999999999818,41.33999999999969,0.0,", he is an interesting character. And so I guess that's how he keeps that sort of, sort of, his way of keeping, you know, the outside focus on his country away from the things t..."
business,7__Kamran_Bokhari_on_the_Evolution_of_Geopolitics__the_Possibility_of_a_New_Caliphate__and_Islam_s_Globalization,21,over_info,24,continuation_event,Assert / Elaborate,Substantive,41.340000000000146,125.37999999999965,4.547473508864641e-13,"listening to the latest episode of The Perch Pod. If you haven't already, you can find us under the name The Perch Pod on every major streaming platform. Subscribe for downloads..."
business,7__Quick_Hitter_-_How_to_Quadruple_Your_Sales_by_Asking_the_Right_Questions,16,over_info,17,repair_event,Clarification Request (Specific),Disrupted,0.001,24.410000000000025,5.684341886080802e-14,"road. On the muffin topic, I just, I can't get past it yet. I just can't let muffins go. How much of those sales, because back then you're probably a college kid, you don't do y..."
business,7__Quick_Hitter_-_How_to_Quadruple_Your_Sales_by_Asking_the_Right_Questions,16,over_info,18,continuation_event,Assert / Elaborate,Substantive,24.410000000000025,128.13,0.0,"ins? It was all the experience, right? Like by the end, they just called me the muffin man. Like I didn't even have a name anywhere. So if you're in your sector, if you're in yo..."
business,7__Quick_Hitter_-_How_to_Quadruple_Your_Sales_by_Asking_the_Right_Questions,16,over_info,19,continuation_event,Assert / Elaborate,Substantive,128.13,178.25,0.0,"And I think this is going to actually really tie in nicely and lead us into this episode's topic of sales and that your product is just a medium. How you go about selling that,..."
business,7__Quick_Hitter_-_How_to_Quadruple_Your_Sales_by_Asking_the_Right_Questions,16,over_info,20,repair_event,Clarification Request (Specific),Substantive,178.25,271.76999999999987,0.0,"Yeah, I mean, what's funny is like the stuff that I know now, not all of it was I have this established plan and this is what happens. I'll just be in myself, right? And I think..."
business,7__Quick_Hitter_-_How_to_Quadruple_Your_Sales_by_Asking_the_Right_Questions,32,over_info,33,continuation_event,Assert / Elaborate,Substantive,19.8908962366761,100.1408962366761,19.8908962366761,"Yeah, I think really are attainable goals here, these actionable items. We really want you to take away from episode seven's quick hitter. One, the power of asking questions. Do..."
business,7__Quick_Hitter_-_How_to_Quadruple_Your_Sales_by_Asking_the_Right_Questions,32,over_info,34,continuation_event,Assert / Elaborate,Substantive,100.1408962366761,165.4308962366763,0.0,"Kyle. That's awesome, Jake. Thank you so much. So both of us have been in sales just because we run our own businesses and we run them pretty light. So we have to sell just as m..."
business,805_-_Affiliate_Marketing_and_Humanizing_Relationships_with_Miles_Beckler,7,over_info,8,continuation_event,Assert / Elaborate,Substantive,29.05148587337601,165.92465972365437,29.05148587337601,"opportunities to serve. Totally. And like right now having an email list is more valuable than ever before. And how many people who, you know, breaking more to business owners,..."
business,80__What_The_Boss_Needs_to_Know_About_the_Post-COVID-19_Workplace_-_with_Yolanda_Hunter,13,over_info,14,repair_event,Clarification Request (Specific),Substantive,11.53586470267328,39.97586470267311,11.53586470267328,". What advice would you have to the, because a lot of the people that we work with, they're smaller companies where it might be an HR department of one, and in many cases, you k..."
business,80__What_The_Boss_Needs_to_Know_About_the_Post-COVID-19_Workplace_-_with_Yolanda_Hunter,13,over_info,15,continuation_event,Assert / Elaborate,Substantive,39.97586470267311,172.29586470267327,0.0,"Oh my gosh, I would recommend for that small business or that HR one to start connecting with an HR network immediately. Because the resources right now are just incredible, the..."
business,80__What_The_Boss_Needs_to_Know_About_the_Post-COVID-19_Workplace_-_with_Yolanda_Hunter,13,over_info,16,repair_event,Clarification Request (Specific),Substantive,172.29586470267327,229.9858647026731,0.0,"Yeah, I guess if you're an HR department of one, I guess you want to go to the coalition of HR professionals. It seems to me that that is one of the tighter communities and more..."
business,81.__KyleTalksAgTech__Strong_Data_through_Artemis___Strong_Leadership_through_COVID-19_w__Allison_Kopf,20,over_info,21,continuation_event,Assert / Elaborate,Substantive,42.049298259369834,88.11054649521725,42.049298259369834,". 100%. And we borrow a lot of techniques. So for better or for worse, the cannabis industry does a few things on a compliance side, right? And it's because they mandate that yo..."
business,82_Bastien_Sachet__how_Nestle_and_Ferrero_are_decommodifying_their_supply_chains,58,over_info,59,continuation_event,Assert / Elaborate,Substantive,0.5099999999997635,27.259999999999764,0.5099999999997635,", which probably is going to change the world in many, many ways. But it's something that we greatly overlook. In transition from farmers, in transition for companies, there is..."
business,82_Bastien_Sachet__how_Nestle_and_Ferrero_are_decommodifying_their_supply_chains,58,over_info,60,continuation_event,Assert / Elaborate,Substantive,29.2199999999998,79.89999999999964,1.9600000000000364,". And you can finance that. Partly blended, partly investor, whatever situation. I don't say everything has to be a financial investment, obviously, but money can play a very in..."
business,82_Bastien_Sachet__how_Nestle_and_Ferrero_are_decommodifying_their_supply_chains,58,over_info,61,continuation_event,Assert / Elaborate,Substantive,80.25999999999976,126.83999999999969,0.36000000000012733,job in starting these kinds of projects. So this is the approach that we often like to take. And that's what we would do if we had one billion of investment. It's very interesti...
business,82_Bastien_Sachet__how_Nestle_and_Ferrero_are_decommodifying_their_supply_chains,58,over_info,62,continuation_event,Assert / Elaborate,Substantive,127.27999999999975,225.84999999999945,0.44000000000005457,"the transition and after, in the case of organic, in the case of regenerative organic, I mean, you need a company that says, I'm going to buy it. I'm committing to offtake for t..."
business,8__Being_the_best_version_of_yourself_with_Vicki_Marks,11,over_info,13,continuation_event,Assert / Elaborate,Substantive,60.899999999999864,110.21000000000004,1.6199999999998909,% and you know it's happening already like um there's members that have been members for since the beginning so two years in September and lots of them actually and um and they...
business,8__Being_the_best_version_of_yourself_with_Vicki_Marks,11,over_info,14,continuation_event,Answer,Substantive,110.21000000000004,138.3499999999999,0.0,you seem to me to be doing an amazing job of spinning them all at the same time so talk to me like most of the people who listen to this podcast are moms um juggling work and th...
business,8__Being_the_best_version_of_yourself_with_Vicki_Marks,11,over_info,15,continuation_event,Assert / Elaborate,Substantive,138.3499999999999,238.67999999999984,0.0,I think structure and routine is absolutely essential and I think someone in want to run away from routine and run away from structure and like um I have my training in my diary...
business,8__Luca_Albertini__Leadenhall_Capital_Partners__May_2020_-_on_ILS__cat_bonds__reinsurance_and_Covid-19,15,over_info,16,repair_event,Clarification Request (Specific),Substantive,13.271739085640775,25.983443397755764,13.271739085640775,sure okay and what about demand um do you do you think demand is going to be relatively stable at this midyear or do you think potentially down a little bit with people needing...
business,8__Luca_Albertini__Leadenhall_Capital_Partners__May_2020_-_on_ILS__cat_bonds__reinsurance_and_Covid-19,15,over_info,17,continuation_event,Assert / Elaborate,Substantive,38.574401725014354,85.79589143967905,12.59095832725859,in our books uh retrosection in in june july tends to be a smaller part of our one retrosection book which is predominantly generally so so uh we are now seeing uh major increas...
business,8__Luca_Albertini__Leadenhall_Capital_Partners__May_2020_-_on_ILS__cat_bonds__reinsurance_and_Covid-19,15,over_info,18,repair_event,Clarification Request (Specific),Substantive,92.50929555381322,107.0592955538134,6.713404114134164,then sort of looking forward from this what are the sort of the opportunities that potentially come out of market dislocation for yourselves at latin hall and both on the the p...
business,8__Luca_Albertini__Leadenhall_Capital_Partners__May_2020_-_on_ILS__cat_bonds__reinsurance_and_Covid-19,15,over_info,19,continuation_event,Assert / Elaborate,Substantive,108.31929555381339,205.07929555381338,1.259999999999991,is a great thing to have one of our core panels which is pandemic and and life and health which is half of our um so hotly debated and potentially uh carve out from programs and...
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,3,over_info,4,repair_event,Clarification Request (Specific),Substantive,5.75735010197144,12.217350101971391,5.75735010197144,will this apply to all tendencies or just new tendencies which start after a particular date?
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,3,over_info,5,continuation_event,Assert / Elaborate,Substantive,12.217350101971391,123.22735010197144,0.0,Well firstly it will only apply to new tendencies that start after the regulations come into effect so that very first deadline will require properties let on new tendencies to...
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,3,over_info,6,repair_event,Clarification Request (Specific),Substantive,123.22735010197144,129.1973501019714,0.0,what types of letters will this apply to? You've mentioned private rented property what does that include? Well
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,3,over_info,7,continuation_event,Assert / Elaborate,Substantive,129.1973501019714,193.7073501019714,0.0,the regulations use that phrase domestic private rented property and you have to trace the definition back for it and you find it originates in the housing Scotland Act 2006 whe...
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,13,over_info,14,repair_event,Clarification Request (Specific),Substantive,0.001,10.370000000000005,0.0,after these regulations come in and you want to let a house you've got a valid EPC and it's in band FOG for example what can the landlord do? Right so
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,13,over_info,15,continuation_event,Assert / Elaborate,Substantive,10.370000000000005,110.40999999999997,0.0,now we're getting to the meat of this issue and the practical issues for landlords to think about and there are several steps to take for a landlord of what's called in the regu...
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,13,over_info,16,repair_event,Clarification Request (Specific),Substantive,110.40999999999997,113.20999999999992,0.0,can you tell us a bit more about those exemptions?
business,9_-_An_introduction_to_the_new_energy_efficiency_regulations_for_let_houses_in_Scotland,13,over_info,17,continuation_event,Assert / Elaborate,Substantive,114.00999999999999,287.62,0.8000000000000682,Yes the first one is the tenant or third party consent exemption. So this is where the landlord needs consent from the tenant or from another third party before works can be don...
business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,17,over_info,18,repair_event,Clarification Request (Specific),Substantive,1.5199999999999818,33.01999999999998,1.5199999999999818,Right. And so then I would imagine you probably expect that there will be a hiring boom of sorts in the ABL industry that coincides with an increase in demand for ABL. If that i...
business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,17,over_info,19,continuation_event,Assert / Elaborate,Substantive,33.01999999999998,86.61000000000001,0.0,", I think thanks for going to look to individuals that they think have going to be a cross set of experience. Whether they've maybe been exposed to the ABL industry through some..."
business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,17,over_info,20,repair_event,Clarification Request (Specific),Substantive,86.61000000000001,101.91999999999996,0.0,"you already mentioned some of the positions that will be most important that need to be filled, such as field examiners, things like that. What other types of positions do you t..."
business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,17,over_info,21,continuation_event,Assert / Elaborate,Substantive,105.92999999999995,184.52999999999997,4.009999999999991,". Well, I think a field exam talent is always in demand. And that's a skill set that requires training, if someone does not have been in that position before. So that's just som..."
business,AGL_158__Innovation_with_John_Ferris,13,over_info,14,continuation_event,Assert / Elaborate,Disrupted,0.001,26.760000000000105,1.1368683772161603e-13,"challenge really is a time horizon. So when we're looking at strategy and often we look at months and years, time horizon of weeks and weeks now are days and weeks. So when we'r..."
business,AGL_158__Innovation_with_John_Ferris,13,over_info,15,continuation_event,Assert / Elaborate,Substantive,26.760000000000105,75.33000000000004,0.0,"days and weeks. But we need to have a really clear plan, a really clear strategy of what we're doing for recovery planning, contingency planning, how we're going to work from ho..."
business,AGL_158__Innovation_with_John_Ferris,13,over_info,16,continuation_event,Assert / Elaborate,Disrupted,75.33000000000015,103.92000000000019,1.1368683772161603e-13,priorities are. Team first focus on obsessing on getting closer customers and then the follow through and the ongoing cycles of communication. I find it even more critical today...
business,AGL_158__Innovation_with_John_Ferris,13,over_info,17,continuation_event,Assert / Elaborate,Disrupted,103.92000000000019,142.57000000000005,0.0,"timely fashion, then it leads to fear, at least to people going really fast and wrong directions or in opposite directions sometimes which is obviously counter productive. Exact..."
business,AGL_158__Innovation_with_John_Ferris,13,over_info,18,continuation_event,Assert / Elaborate,Substantive,152.29616674322483,177.3849540652276,9.72616674322478,aren't typically very positive. So that's why we need to share what information we know and make it two ways. Not just leaders communicating to their teams. They need to ask que...
business,AMA_Outlines_Privacy_Principles_for_Health_Data,11,over_info,12,repair_event,Clarification Request (Specific),Substantive,0.32999999999992724,9.069999999999936,0.32999999999992724,". And finally, how might AMA like to see Congress incorporate these principles into new or modified privacy legislation? So"
business,AMA_Outlines_Privacy_Principles_for_Health_Data,11,over_info,13,continuation_event,Assert / Elaborate,Substantive,9.069999999999936,71.51999999999998,0.0,", our privacy principles provide guidance on what any federal privacy framework should include, namely individual rights, equity, entity responsibility, applicability, and enfor..."
business,AMA_Outlines_Privacy_Principles_for_Health_Data,11,over_info,14,exit_marker,Stonewalling / Non-Response,Substantive,71.51999999999998,81.03999999999996,0.0,"Thanks, Dr. Aaron Feld. I've been speaking to Dr. Jesse Aaron Feld of AMA. I'm Mary Ann Kolbasak-Migee of Information Security Media Group. Thanks for listening."
business,ANGELS_AMONG_US___Warrior_Week__Parables_From_the_Pit___EP_091,21,over_info,22,continuation_event,Assert / Elaborate,Substantive,0.001,124.57999999999993,0.0,"you. - Beautiful message and powerful message. So, gentlemen, if the voice inside of you is telling you that you should forward this message to a person that you may know, a man..."
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,16,repair_event,Clarification Request (Specific),Substantive,0.5500000000000114,3.3999999999999773,0.5500000000000114,. - Totally. And when did you start your investing
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,17,continuation_event,Assert / Elaborate,Substantive,3.3999999999999773,39.180000000000064,0.0,"career? - Well, the first time I got into investing was, let's say September 10th, 2001, because I remember my second day of work was 9/11. I was there for two years, I then wen..."
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,18,repair_event,Clarification Request (Specific),Substantive,39.180000000000064,47.69999999999999,0.0,. - What have you learned from those two experiences in investing after 9/11 and in 2008? What were some of the takeaways that you're applying right now
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,19,continuation_event,Assert / Elaborate,Substantive,48.02999999999997,95.34999999999997,0.3299999999999841,"? - So number one, I believe that it's not just that markets are resilient. I think that great ideas are resistant to market changes. And so we saw great companies being formed..."
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,20,repair_event,Clarification Request (Specific),Substantive,95.34999999999997,99.42000000000002,0.0,- How do you suss that out from years past? How do you suss out who are the true entrepreneurs
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,21,continuation_event,Assert / Elaborate,Substantive,101.15000000000003,131.76000000000005,1.7300000000000182,? - I think that's been harder to date because the markets have been so great. And so everyone's been protected by these great markets. And now we're faced with the potential an...
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,22,repair_event,Clarification Request (Specific),Substantive,132.19,139.08999999999997,0.42999999999995,". - Right, and when you look back and reflect on investing in 2001 and 2008, what were your best investments from each of those two time periods"
business,ANN_MIURA-KO_-_VC_at_Floodgate__Lyft__Refinery29__and_more,15,over_info,23,continuation_event,Assert / Elaborate,Substantive,139.08999999999997,159.82,0.0,"? - So in the 2008 to 2010 time period, I invested in TaskRabbit and ZimRide that eventually turned into Lyft. But some of the ones that we missed, we missed Pinterest, we misse..."
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,6,repair_event,Clarification Request (Specific),Substantive,0.001,8.650000000000006,0.0,'s talk about application security testing tools. How can the ones that leverage automation lead to better
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,7,continuation_event,Assert / Elaborate,Substantive,8.650000000000006,50.80000000000001,0.0,"results? So that's again, right in a hot button topic for me. The way that that needs to work is security technologies need to complement DevOps. They need to work the way DevOp..."
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,8,support_marker,Agree / Align,Backchannel,51.47,52.039999999999964,0.6699999999999875,"? Yeah, absolutely"
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,9,continuation_event,Assert / Elaborate,Substantive,53.120000000000005,77.72999999999999,1.080000000000041,". So one of the famous lines from that movie is, you know, the greatest trick that I'm paraphrasing, the greatest trick to DevOps was to make the world think he did not exist. T..."
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,10,repair_event,Clarification Request (Specific),Substantive,77.72999999999999,86.88999999999999,0.0,"Matt, the obvious follow up. What kind of improved outcomes can we achieve? By automating the vulnerability detection in tri"
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,11,continuation_event,Assert / Elaborate,Substantive,86.88999999999999,155.58999999999997,0.0,"age. So from an application security standpoint, the biggest thing is automation identifies the risk. So you automate static analysis, scanning of the source code, you automate..."
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,12,continuation_event,Assert / Elaborate,Substantive,156.84567251461988,169.82210526315794,1.2556725146199028,you and I get the opportunity to work together on a webinar on this very topic. Why automation of AST solutions is the key to death sec ops. What can attendees expect to learn w...
business,AST_as_the_Key_to_DevSecOps_Maturity,5,over_info,13,continuation_event,Assert / Elaborate,Substantive,172.09999999999997,239.86,2.277894736842029,". I also give a lot of presentations and talks at major conferences, lunch and learns, all these type of things with my customers and industry professionals. The biggest thing t..."
business,AST_as_the_Key_to_DevSecOps_Maturity,13,over_info,14,repair_event,Clarification Request (Specific),Substantive,0.001,18.439999999999998,0.0,mentioned that because I did note that check marks has been named a Gartner Magic Quadrant Leader for application security testing for the third consecutive year. What do you fi...
business,AST_as_the_Key_to_DevSecOps_Maturity,13,over_info,15,continuation_event,Answer,Substantive,18.439999999999998,37.07999999999993,0.0,marketplace? The biggest thing is organizations are really looking for different or a portfolio of products that help them address the risks associated with application security...
business,AST_as_the_Key_to_DevSecOps_Maturity,13,over_info,16,exit_marker,Topic Shift,Substantive,37.349999999999966,37.379999999999995,0.27000000000003865,Dev Ops
business,A_Case_for_Network_Marketing,3,over_info,4,continuation_event,Assert / Elaborate,Substantive,0.8300000000000409,91.86000000000007,0.8300000000000409,'s awesome. And one of the stigmas that I hear is that most network marketing companies have products that are overpriced for what they're delivering or the quality of the produ...
business,A_Case_for_Network_Marketing,3,over_info,5,continuation_event,Assert / Elaborate,Disrupted,98.49908004778979,135.60854241338114,6.639080047789719,"Yeah, and if you really look at it, right? So if the question is around price or things being overpriced, you can take a look at just like in traditional business, say a differe..."
business,A_Case_for_Network_Marketing,3,over_info,6,exit_marker,Stonewalling / Non-Response,Disrupted,143.29000000000002,145.15000000000003,7.681457586618876,"Apple users, so no hate over here. - And it"
business,A_Conversation_on_GROWMARK_s_Return_to_Office_Planning,27,over_info,28,repair_event,Clarification Request (Specific),Substantive,0.8299999999999272,6.25,0.8299999999999272,. Okay. Will Gromark replenish masks and sanitizer?
business,A_Conversation_on_GROWMARK_s_Return_to_Office_Planning,27,over_info,29,continuation_event,Assert / Elaborate,Substantive,15.120039821972341,41.87403607402189,8.870039821972341,"Yeah, good question. So what I've discovered over time here is that people have very specific preferences about masks. Some things work on different faces differently, how we we..."
business,A_Conversation_on_GROWMARK_s_Return_to_Office_Planning,27,over_info,30,repair_event,Clarification Request (Generic),Substantive,51.049999999999955,57.549999999999955,9.175963925978067,". Makes sense. Final big question that was submitted to the EMT team, is the building cleaning going to be stepped up"
business,A_Conversation_on_GROWMARK_s_Return_to_Office_Planning,27,over_info,31,continuation_event,Assert / Elaborate,Substantive,57.930000000000064,122.48000000000002,0.38000000000010914,"? Yeah. And it has been since March. So again, I just want to reiterate that the building has never technically closed. We've had employees that need to work from the building i..."
business,A_Conversation_on_GROWMARK_s_Return_to_Office_Planning,27,over_info,32,repair_event,Clarification Request (Generic),Substantive,124.98570422535226,133.1429074446678,2.505704225352247,". So we hit most of the major topics, but there might be questions out there that are still unanswered. If people do have questions, how should they go about asking those?"
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,9,over_info,10,repair_event,Clarification Request (Specific),Substantive,2.3600000000000136,18.840000000000032,2.3600000000000136,". And in terms of your story with community building, your passion for female empowerment, your career path, and the nonprofit works that you do, like how did you get into this..."
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,9,over_info,11,continuation_event,Assert / Elaborate,Substantive,18.840000000000032,144.14000000000004,0.0,"Going up, you know, very small town, as I said, because when you live in close community like that, you know everyone. You know, you know, everyone business. And I was always up..."
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,9,over_info,12,continuation_event,Assert / Elaborate,Substantive,144.95999999999998,154.61000000000007,0.8199999999999363,". So it seems to be kind of deeply embedded also in the ethos of your upper-bringing and most immediate environment, which has influenced you"
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,9,over_info,14,continuation_event,Answer,Substantive,169.95999999999998,187.04000000000002,1.9657913413767574,"that. Absolutely. And today's topic is the Women and Girls Initiative, which is an organization that you founded. For our listeners who may not be familiar with your organizatio..."
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,43,over_info,44,continuation_event,Assert / Elaborate,Substantive,0.001,4.920000000000073,0.0,. So it's like a lot about like the environment and support services.
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,43,over_info,45,continuation_event,Assert / Elaborate,Substantive,24.74451205057312,86.83843540102725,19.82451205057305,"- Yeah, for example, our hospitals are not in the capital city. Our, I mean, I say, what does in health hospitals are all the way, you know, in the central plateau of Haiti. So..."
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,43,over_info,46,repair_event,Clarification Request (Specific),Substantive,107.11999999999989,127.59000000000015,20.281564598972636,"- So for someone like you that really spends a lot of your time, your energy and care in terms of looking out for these young women and girls, I think you have like hundreds of..."
business,A_Conversation_with_Didi_Bertrand_farmer_-_Founder_of_the_Women_and_Girls_Initiative,43,over_info,47,continuation_event,Assert / Elaborate,Disrupted,127.59000000000015,212.29999999999973,0.0,"good question. So I think to better some orders, you know, you need to put emphasis in our cell. And also as women, as mothers, we always put, you know, the orders first. And so..."
business,A_Gift_Of_Time_-_Astawa_Alam,17,over_info,18,repair_event,Clarification Request (Specific),Substantive,23.04204799999991,47.60019927272731,23.04204799999991,". For sure. Speaking of social skills, so one of the things that someone had told me, like I said, it's funny. So anyone listening to this, a style when I recently connected, I..."
business,A_Gift_Of_Time_-_Astawa_Alam,17,over_info,19,continuation_event,Assert / Elaborate,Substantive,70.43999999999994,386.1100000000001,22.83980072727263,"right, so we jump into a mini personal branding mask class with Kyfer and Estala. So something again, core theme here is that we've granted a lot of time to do things that we've..."
business,A_Kiwi_Original_-_Greg_Holland_Jewellery_018,37,over_info,38,continuation_event,Assert / Elaborate,Substantive,33.300125875656704,63.77719461471088,33.300125875656704,"is relied upon by over 1,200 New Zealand businesses to gain a market origin advantage in the markets they operate. Check to see if you're eligible at findz.org.nz. And I think t..."
business,A_Kiwi_Original_-_Greg_Holland_Jewellery_018,37,over_info,39,continuation_event,Assert / Elaborate,Substantive,96.31999999999994,191.01,32.54280538528906,"? Yeah look, I think on the whole I do have a bit of a style. I like to sort of combine sort of the modern and more traditional lines. And definitely I'm a big fan of color. I d..."
business,A_Pan-African_Prof_Makes_Pots___Kabir_Syed___Episode_633,13,over_info,14,exit_marker,Stonewalling / Non-Response,Disrupted,0.7100000000000364,0.8500000000000227,0.7100000000000364,in the
