analysis_subset,future_horizon,target_condition,baseline_condition,target_base_condition,baseline_base_condition,representation_budget,metric,paired_sample_size,mean_improvement,ci95_low,ci95_high,ci_unstable,cluster_count,wins,ties,losses,diagnostic_question,contrast
dense_explicit,1,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,189,0.03880070546737214,0.02516261511723359,0.05338772350721785,False,24,112,43,34,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
full,1,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,214,0.0418613707165109,0.029898459383753496,0.05369343973562843,False,24,129,47,38,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
sparse_explicit,3,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,7,0.0773809523809524,,,True,5,6,0,1,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
assumption_eligible,3,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,88,0.049005681818181816,,,True,12,62,3,23,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
complete_case,3,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,76,0.04961622807017544,,,True,12,54,3,19,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
dense_explicit,3,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,80,0.046875,,,True,12,55,3,22,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
full,3,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,88,0.049005681818181816,,,True,12,62,3,23,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
sparse_explicit,5,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,4,0.020833333333333315,,,True,4,3,0,1,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
assumption_eligible,5,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,46,0.008605072463768109,,,True,8,21,2,23,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
complete_case,5,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,42,0.005456349206349199,,,True,8,19,2,21,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
dense_explicit,5,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,41,0.008130081300813,,,True,7,18,2,21,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
full,5,structured_explicit_assumption_history_b256,structured_explicit_shuffled_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,256,accuracy,46,0.008605072463768109,,,True,8,21,2,23,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b256 - structured_explicit_shuffled_assumption_history_b256
sparse_explicit,1,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,19,0.054824561403508776,,,True,7,12,6,1,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
assumption_eligible,1,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,167,0.020459081836327348,,,True,19,94,28,45,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
complete_case,1,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,167,0.020459081836327348,,,True,19,94,28,45,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
dense_explicit,1,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,147,0.016298185941043087,,,True,19,82,22,43,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
full,1,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,167,0.020459081836327348,,,True,19,94,28,45,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
sparse_explicit,3,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,6,-0.03819444444444445,,,True,5,2,0,4,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
assumption_eligible,3,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,76,-0.01014254385964912,,,True,12,31,9,36,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
complete_case,3,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,76,-0.01014254385964912,,,True,12,31,9,36,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
dense_explicit,3,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,69,-0.009057971014492752,,,True,12,28,9,32,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
full,3,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,76,-0.01014254385964912,,,True,12,31,9,36,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
sparse_explicit,5,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,4,0.05729166666666666,,,True,4,3,0,1,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
assumption_eligible,5,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,42,-0.04563492063492063,,,True,8,13,6,23,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
complete_case,5,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,42,-0.04563492063492063,,,True,8,13,6,23,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
dense_explicit,5,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,37,-0.05574324324324324,,,True,7,10,6,21,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
full,5,structured_explicit_assumption_history_b256,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,256,accuracy,42,-0.04563492063492063,,,True,8,13,6,23,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b256 - structured_explicit_wrong_episode_assumption_history_b256
sparse_explicit,1,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,24,-0.030381944444444444,,,True,9,6,8,10,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
assumption_eligible,1,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,214,-0.03475467289719626,-0.044924050941399285,-0.02450351731601732,False,24,51,35,128,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
complete_case,1,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,167,-0.03206087824351297,,,True,19,43,28,96,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
dense_explicit,1,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,189,-0.035163139329806,-0.04612548210891509,-0.022422691313410216,False,24,45,27,117,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
full,1,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,214,-0.03475467289719626,-0.0444716218847352,-0.02432215413339249,False,24,51,35,128,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
sparse_explicit,3,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,7,-0.05952380952380953,,,True,5,3,0,4,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
assumption_eligible,3,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,88,-0.013494318181818189,,,True,12,34,9,45,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
complete_case,3,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,76,-0.012335526315789486,,,True,12,30,7,39,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
dense_explicit,3,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,80,-0.009375000000000007,,,True,12,31,9,40,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
full,3,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,88,-0.013494318181818189,,,True,12,34,9,45,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
sparse_explicit,5,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,4,-0.036458333333333315,,,True,4,0,1,3,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
assumption_eligible,5,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,46,0.012228260869565218,,,True,8,23,6,17,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
complete_case,5,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,42,0.010912698412698405,,,True,8,21,6,15,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
dense_explicit,5,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,41,0.02388211382113821,,,True,7,23,5,13,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
full,5,structured_explicit_assumption_history_b512,raw_history_b512,structured_explicit_assumption_history,raw_history,512,accuracy,46,0.012228260869565218,,,True,8,23,6,17,structured_explicit_assumption_state_vs_raw_history,structured_explicit_assumption_history_b512 - raw_history_b512
sparse_explicit,1,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,24,0.013888888888888897,,,True,9,10,9,5,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
assumption_eligible,1,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,214,0.007398753894081003,0.0012777313007374474,0.01274882323297307,False,24,89,51,74,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
complete_case,1,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,167,0.0063622754491018015,,,True,19,70,40,57,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
dense_explicit,1,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,189,0.007054673721340394,0.0019652109450846336,0.012370148401826488,False,24,79,42,68,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
full,1,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,214,0.007398753894081003,0.0014237030260562684,0.012922706387585138,False,24,89,51,74,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
sparse_explicit,3,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,7,0.011904761904761887,,,True,5,5,0,2,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
assumption_eligible,3,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,88,0.011126893939393938,,,True,12,46,11,31,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
complete_case,3,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,76,0.01206140350877193,,,True,12,40,8,28,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
dense_explicit,3,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,80,0.01171875,,,True,12,41,11,28,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
full,3,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,88,0.011126893939393938,,,True,12,46,11,31,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
sparse_explicit,5,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,4,0.0625,,,True,4,3,1,0,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
assumption_eligible,5,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,46,0.01992753623188406,,,True,8,26,6,14,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
complete_case,5,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,42,0.019345238095238096,,,True,8,24,4,14,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
dense_explicit,5,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,41,0.01778455284552846,,,True,7,23,5,13,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
full,5,structured_explicit_assumption_history_b512,structured_explicit_history_b512,structured_explicit_assumption_history,structured_explicit_history,512,accuracy,46,0.01992753623188406,,,True,8,26,6,14,incremental_assumption_value_in_structured_history,structured_explicit_assumption_history_b512 - structured_explicit_history_b512
sparse_explicit,1,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,24,0.03732638888888889,,,True,9,17,4,3,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
assumption_eligible,1,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,214,0.03407320872274144,0.02198879173862983,0.047396067240518966,False,24,134,39,41,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
complete_case,1,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,167,0.03530439121756487,,,True,19,107,30,30,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
dense_explicit,1,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,189,0.03384038800705469,0.021935640635564576,0.04672285353535355,False,24,117,34,38,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
full,1,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,214,0.03407320872274144,0.021536012296881863,0.045949156746031755,False,24,134,39,41,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
sparse_explicit,3,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,7,0.09523809523809522,,,True,5,5,1,1,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
assumption_eligible,3,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,88,0.03574810606060606,,,True,12,53,11,24,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
complete_case,3,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,76,0.0356359649122807,,,True,12,46,10,20,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
dense_explicit,3,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,80,0.030989583333333338,,,True,12,48,9,23,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
full,3,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,88,0.03574810606060606,,,True,12,53,11,24,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
sparse_explicit,5,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,4,0.03645833333333337,,,True,4,2,0,2,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
assumption_eligible,5,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,46,0.027626811594202907,,,True,8,27,3,16,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
complete_case,5,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,42,0.022321428571428572,,,True,8,24,3,15,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
dense_explicit,5,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,41,0.028963414634146343,,,True,7,25,3,13,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
full,5,structured_explicit_assumption_history_b512,structured_explicit_shuffled_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_shuffled_assumption_history,512,accuracy,46,0.027626811594202907,,,True,8,27,3,16,true_history_assumptions_vs_shuffled_control,structured_explicit_assumption_history_b512 - structured_explicit_shuffled_assumption_history_b512
sparse_explicit,1,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,19,0.029605263157894742,,,True,7,15,2,2,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
assumption_eligible,1,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,167,0.01846307385229541,,,True,19,95,27,45,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
complete_case,1,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,167,0.01846307385229541,,,True,19,95,27,45,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
dense_explicit,1,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,147,0.01729024943310658,,,True,19,80,25,42,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
full,1,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,167,0.01846307385229541,,,True,19,95,27,45,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
sparse_explicit,3,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,6,-0.03472222222222224,,,True,5,4,0,2,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
assumption_eligible,3,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,76,0.005756578947368408,,,True,12,41,7,28,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
complete_case,3,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,76,0.005756578947368408,,,True,12,41,7,28,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
dense_explicit,3,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,69,0.009661835748792258,,,True,12,37,7,25,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
full,3,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,76,0.005756578947368408,,,True,12,41,7,28,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
sparse_explicit,5,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,4,0.06770833333333337,,,True,4,4,0,0,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
assumption_eligible,5,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,42,-0.00446428571428571,,,True,8,24,4,14,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
complete_case,5,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,42,-0.00446428571428571,,,True,8,24,4,14,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
dense_explicit,5,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,37,-0.009009009009009007,,,True,7,20,4,13,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
full,5,structured_explicit_assumption_history_b512,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_assumption_history,structured_explicit_wrong_episode_assumption_history,512,accuracy,42,-0.00446428571428571,,,True,8,24,4,14,true_history_assumptions_vs_wrong_episode_control,structured_explicit_assumption_history_b512 - structured_explicit_wrong_episode_assumption_history_b512
